CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,SEATLOC,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION
26682,66,64,1-66-2022-064-09,9,1,8,12,21,999,4,2,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,9,13,21,999,4,2,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,10,13,20,27,3,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,11,21,19,15,3,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,12,22,19,45,4,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,13,23,19,47,5,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,14,23,20,25,3,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,15,13,7,12,2,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,16,23,8,20,3,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,17,23,9,20,3,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,18,98,10,30,4,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,19,23,16,25,3,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,20,98,30,999,3,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,21,98,20,999,3,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,22,98,19,999,3,1,135.4934933,6,7
26685,10,117,1-10-2022-117-06,6,2,1,13,18,999,9,3,249.9972369,4,7
26705,29,15,1-29-2022-015-02,2,1,1,99,99,999,9,9,193.6394796,2,7
26731,19,115,1-19-2022-115-08,8,1,1,99,99,999,9,9,104.550355,9,7
26731,19,115,1-19-2022-115-08,8,2,1,21,17,3,1,3,104.550355,9,7
25004,59,10,1-59-2022-010-01,1,1,17,12,6,9,2,2,63.48521921,6,7
25004,59,10,1-59-2022-010-01,1,1,18,88,96,999,8,8,63.48521921,6,7
25004,59,10,1-59-2022-010-01,1,1,8,13,8,48,5,2,63.48521921,6,7
25004,59,10,1-59-2022-010-01,1,1,9,12,8,7,1,2,63.48521921,6,7
25004,59,10,1-59-2022-010-01,1,1,10,13,7,48,5,2,63.48521921,6,7
25004,59,10,1-59-2022-010-01,1,1,11,12,7,9,2,2,63.48521921,6,7
25004,59,10,1-59-2022-010-01,1,1,12,13,22,40,4,1,63.48521921,6,7
25004,59,10,1-59-2022-010-01,1,1,13,13,18,48,5,2,63.48521921,6,7
25006,17,16,1-17-2022-016-03,3,1,1,13,7,12,2,3,162.8780561,4,7
25006,17,16,1-17-2022-016-03,3,1,2,13,15,15,3,3,162.8780561,4,7
25006,17,16,1-17-2022-016-03,3,1,3,13,6,10,2,3,162.8780561,4,7
25008,19,30,1-19-2022-030-03,3,1,1,13,17,7,1,3,157.1736595,9,7
25008,19,30,1-19-2022-030-03,3,1,2,13,8,6,1,3,157.1736595,9,7
25008,19,30,1-19-2022-030-03,3,1,3,13,6,999,1,3,157.1736595,9,7
25008,19,30,1-19-2022-030-03,3,1,4,23,15,7,1,3,157.1736595,9,7
25008,19,30,1-19-2022-030-03,3,1,5,23,6,9,2,3,157.1736595,9,7
25008,19,30,1-19-2022-030-03,3,1,6,13,12,999,1,3,157.1736595,9,7
25009,19,31,1-19-2022-031-01,1,1,1,11,22,60,5,2,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,3,12,22,67,6,2,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,6,13,22,45,4,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,7,13,7,40,4,3,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,9,13,20,42,4,3,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,19,21,30,10,2,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,20,22,30,32,4,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,21,23,30,24,3,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,22,11,21,999,4,2,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,23,12,21,999,4,2,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,24,13,21,999,4,2,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,11,21,19,27,3,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,12,22,19,46,5,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,13,23,19,39,4,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,14,23,20,54,5,1,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,15,13,8,26,3,3,60.62443222,9,7
25009,19,31,1-19-2022-031-01,1,1,17,23,9,35,4,3,60.62443222,9,7
25011,24,22,1-24-2022-022-03,3,2,1,13,17,4,1,3,172.5758927,1,7
25011,24,22,1-24-2022-022-03,3,2,2,23,15,7,1,3,172.5758927,1,7
25014,24,25,1-24-2022-025-03,3,1,1,23,17,9,2,3,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,1,2,12,24,3,1,3,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,1,11,6,6,1,3,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,2,11,18,17,3,3,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,3,11,8,20,3,3,172.5758928,1,7
25014,24,25,1-24-2022-025-03,3,2,4,12,24,6,1,3,172.5758928,1,7
25015,14,15,1-14-2022-015-02,2,2,1,13,17,18,3,3,394.2811829,8,7
25015,14,15,1-14-2022-015-02,2,2,2,13,8,16,3,3,394.2811829,8,7
25015,14,15,1-14-2022-015-02,2,2,4,23,14,14,2,3,394.2811829,8,7
25015,14,15,1-14-2022-015-02,2,2,6,13,6,999,2,3,394.2811829,8,7
25015,14,15,1-14-2022-015-02,2,2,7,13,20,999,2,3,394.2811829,8,7
25015,14,15,1-14-2022-015-02,2,2,8,23,20,999,2,3,394.2811829,8,7
25015,14,15,1-14-2022-015-02,2,2,9,23,9,999,1,3,394.2811829,8,7
25021,13,28,1-13-2022-028-03,3,1,1,99,99,999,9,9,755.5127441,7,7
25040,25,13,1-25-2022-013-04,4,2,1,11,18,999,3,3,928.0300109,2,7
25040,25,13,1-25-2022-013-04,4,2,2,11,12,999,2,3,928.0300109,2,7
25040,25,13,1-25-2022-013-04,4,2,3,11,2,999,2,3,928.0300109,2,7
25040,25,13,1-25-2022-013-04,4,2,4,11,8,999,9,3,928.0300109,2,7
25040,25,13,1-25-2022-013-04,4,2,5,21,15,999,3,3,928.0300109,2,7
25041,13,27,1-13-2022-027-08,8,2,7,12,19,999,1,1,928.6280782,7,7
25041,13,27,1-13-2022-027-08,8,2,1,13,8,15,3,1,928.6280782,7,7
25041,13,27,1-13-2022-027-08,8,2,2,13,19,12,2,1,928.6280782,7,7
25041,13,27,1-13-2022-027-08,8,2,3,13,7,999,1,3,928.6280782,7,7
25041,13,27,1-13-2022-027-08,8,2,4,13,22,999,2,1,928.6280782,7,7
25041,13,27,1-13-2022-027-08,8,2,5,13,20,999,1,1,928.6280782,7,7
25041,13,27,1-13-2022-027-08,8,2,6,13,30,999,2,1,928.6280782,7,7
25048,66,13,1-66-2022-013-08,8,1,1,11,1,999,4,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,2,11,24,20,3,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,3,11,29,6,1,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,4,11,7,18,3,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,5,11,16,46,5,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,6,11,8,22,3,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,7,11,20,12,2,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,8,21,14,9,2,3,220.0117066,6,7
25048,66,13,1-66-2022-013-08,8,1,9,11,19,999,1,1,220.0117066,6,7
25049,66,14,1-66-2022-014-08,8,1,1,13,19,3,1,1,220.0117066,6,7
25051,26,22,1-26-2022-022-02,2,1,1,11,6,17,3,3,27.62973443,10,7
25051,26,22,1-26-2022-022-02,2,1,2,11,7,999,1,1,27.62973443,10,7
25051,26,22,1-26-2022-022-02,2,1,3,21,18,999,1,3,27.62973443,10,7
25051,26,22,1-26-2022-022-02,2,1,4,11,18,999,9,3,27.62973443,10,7
25071,12,13,1-12-2022-013-10,10,1,1,21,16,10,2,3,361.6125935,9,7
25071,12,13,1-12-2022-013-10,10,1,2,11,6,7,1,3,361.6125935,9,7
25075,77,17,1-77-2022-017-10,10,1,1,13,8,13,2,3,8964.531427,9,7
25075,77,17,1-77-2022-017-10,10,1,2,13,20,18,3,3,8964.531427,9,7
25075,77,17,1-77-2022-017-10,10,1,3,23,19,4,1,1,8964.531427,9,7
25075,77,17,1-77-2022-017-10,10,1,5,13,7,999,1,3,8964.531427,9,7
25075,77,17,1-77-2022-017-10,10,1,6,23,14,999,2,3,8964.531427,9,7
25077,59,11,1-59-2022-011-08,8,1,1,13,6,23,3,3,274.1920592,6,7
25077,59,11,1-59-2022-011-08,8,1,2,13,5,3,1,2,274.1920592,6,7
25083,11,14,1-11-2022-014-08,8,1,1,11,7,24,3,3,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,9,11,22,999,9,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,10,21,30,999,6,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,11,11,20,999,9,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,12,21,20,999,9,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,13,11,8,999,9,3,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,14,23,19,999,9,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,3,21,9,21,3,3,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,4,11,21,33,4,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,5,12,21,30,4,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,6,13,21,29,3,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,7,11,19,23,3,1,926.3740678,8,7
25083,11,14,1-11-2022-014-08,8,1,8,21,19,22,3,1,926.3740678,8,7
25088,14,16,1-14-2022-016-02,2,1,1,99,99,999,9,9,276.1466942,8,7
25089,14,17,1-14-2022-017-02,2,1,1,13,33,999,2,2,276.1466942,8,7
25089,14,17,1-14-2022-017-02,2,1,2,13,21,999,2,2,276.1466942,8,7
25095,23,19,1-23-2022-019-02,2,2,1,21,25,999,2,2,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,2,2,21,20,999,1,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,2,3,21,19,999,1,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,2,4,98,31,999,4,2,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,2,5,98,19,999,1,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,2,6,98,20,999,1,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,12,21,24,999,3,2,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,13,22,24,999,3,2,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,6,11,7,999,4,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,7,13,7,999,1,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,8,11,2,999,1,2,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,9,12,2,999,1,2,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,10,11,12,999,1,3,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,11,11,6,999,4,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,2,7,98,10,999,4,2,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,2,8,98,6,999,1,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,1,11,22,999,4,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,2,12,22,999,2,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,3,13,22,999,1,1,47.79371743,5,7
25095,23,19,1-23-2022-019-02,2,3,4,11,19,999,2,1,47.79371743,5,7
25103,28,16,1-28-2022-016-03,3,2,1,98,31,35,4,2,46.97629395,3,7
25103,28,16,1-28-2022-016-03,3,2,3,98,6,999,4,2,46.97629395,3,7
25103,28,16,1-28-2022-016-03,3,2,4,31,32,999,2,2,46.97629395,3,7
25103,28,16,1-28-2022-016-03,3,2,5,32,32,999,2,2,46.97629395,3,7
25103,28,16,1-28-2022-016-03,3,2,6,33,32,999,1,2,46.97629395,3,7
25107,13,31,1-13-2022-031-04,4,1,1,13,15,3,1,3,2090.113763,7,7
25113,18,17,1-18-2022-017-03,3,2,1,13,15,24,3,3,165.043801,6,7
25113,18,17,1-18-2022-017-03,3,2,2,13,8,3,1,3,165.043801,6,7
25113,18,17,1-18-2022-017-03,3,2,3,23,15,12,2,3,165.043801,6,7
25115,31,14,1-31-2022-014-08,8,1,1,11,21,8,2,2,266.8338251,6,7
25115,31,14,1-31-2022-014-08,8,1,2,12,21,8,2,2,266.8338251,6,7
25118,27,17,1-27-2022-017-03,3,1,1,11,14,1,0,3,37.01148309,3,7
25118,27,17,1-27-2022-017-03,3,1,2,11,6,2,0,3,37.01148309,3,7
25126,21,12,1-21-2022-012-01,1,1,1,11,2,999,2,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,2,12,3,999,2,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,3,13,4,999,2,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,4,11,1,999,2,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,5,11,5,999,3,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,6,11,6,999,3,1,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,13,13,21,999,2,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,14,11,35,999,3,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,15,11,7,999,2,3,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,16,11,14,999,3,3,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,7,13,5,999,3,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,8,13,6,999,1,1,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,9,11,12,999,3,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,10,11,20,999,1,1,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,11,11,21,999,2,2,75.15647403,11,7
25126,21,12,1-21-2022-012-01,1,1,12,12,21,999,2,2,75.15647403,11,7
25127,21,13,1-21-2022-013-01,1,1,1,11,32,999,1,3,75.15647403,11,7
25132,20,31,1-20-2022-031-06,6,1,1,99,99,999,9,9,191.6869725,11,7
25141,52,28,1-52-2022-028-06,6,1,1,13,16,6,1,3,67.70496891,12,7
25141,52,28,1-52-2022-028-06,6,1,2,13,8,7,1,3,67.70496891,12,7
25141,52,28,1-52-2022-028-06,6,1,3,23,15,4,1,3,67.70496891,12,7
25146,10,32,1-10-2022-032-01,1,1,1,13,8,50,5,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,2,13,17,48,5,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,3,13,7,42,4,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,4,13,5,9,2,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,5,13,6,43,4,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,25,21,30,999,4,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,26,23,35,999,5,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,27,13,35,999,5,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,28,22,35,999,4,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,19,23,18,999,9,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,20,23,30,999,5,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,21,22,30,999,4,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,22,21,29,999,5,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,23,22,29,999,5,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,24,23,29,999,5,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,13,23,20,999,5,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,14,11,19,999,9,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,15,22,19,999,9,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,16,12,19,999,9,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,17,23,19,999,9,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,18,21,19,999,9,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,6,23,9,40,4,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,7,23,6,33,4,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,8,12,20,38,4,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,9,22,20,38,4,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,11,13,24,999,9,3,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,12,13,20,999,5,3,21.44417038,4,7
25152,26,28,1-26-2022-028-06,6,2,1,11,14,24,3,3,679.5118855,10,7
25152,26,28,1-26-2022-028-06,6,2,2,11,2,10,2,1,679.5118855,10,7
25152,26,28,1-26-2022-028-06,6,2,3,11,7,7,1,3,679.5118855,10,7
25152,26,28,1-26-2022-028-06,6,2,4,11,12,5,1,3,679.5118855,10,7
25157,77,20,1-77-2022-020-03,3,1,1,77,97,997,7,7,304.5789184,9,7
25164,19,34,1-19-2022-034-08,8,1,6,22,14,12,2,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,7,21,20,23,3,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,8,21,6,13,2,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,9,21,9,16,3,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,1,11,18,999,9,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,2,11,20,7,1,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,3,11,6,15,3,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,4,11,8,12,2,3,91.59321151,9,7
25164,19,34,1-19-2022-034-08,8,1,5,21,14,46,5,3,91.59321151,9,7
25166,19,36,1-19-2022-036-09,9,1,1,23,17,18,3,3,456.4010556,9,7
25170,24,32,1-24-2022-032-03,3,2,1,11,14,17,3,3,69.55052947,1,7
25170,24,32,1-24-2022-032-03,3,2,2,11,8,20,3,3,69.55052947,1,7
25170,24,32,1-24-2022-032-03,3,2,3,21,14,12,2,3,69.55052947,1,7
25171,24,33,1-24-2022-033-06,6,2,1,13,15,7,1,2,173.4254418,1,7
25174,23,20,1-23-2022-020-01,1,1,1,11,8,5,1,3,87.44538208,5,7
25174,23,20,1-23-2022-020-01,1,1,2,11,6,5,1,1,87.44538208,5,7
25174,23,20,1-23-2022-020-01,1,1,3,11,18,999,2,3,87.44538208,5,7
25187,28,18,1-28-2022-018-06,6,1,1,11,16,999,3,3,73.73842908,3,7
25187,28,18,1-28-2022-018-06,6,1,2,11,6,5,1,3,73.73842908,3,7
25187,28,18,1-28-2022-018-06,6,1,3,11,8,7,1,3,73.73842908,3,7
25187,28,18,1-28-2022-018-06,6,1,4,21,14,16,3,3,73.73842908,3,7
25187,28,18,1-28-2022-018-06,6,1,5,21,6,3,1,3,73.73842908,3,7
25189,13,35,1-13-2022-035-06,6,1,1,99,99,999,9,9,1574.138071,7,7
25192,13,36,1-13-2022-036-09,9,1,1,13,17,15,3,3,3018.722842,7,7
25192,13,36,1-13-2022-036-09,9,1,2,23,8,4,1,3,3018.722842,7,7
26805,10,122,1-10-2022-122-01,1,1,4,11,2,999,9,2,54.22064738,4,7
26805,10,122,1-10-2022-122-01,1,1,5,12,3,999,9,2,54.22064738,4,7
26805,10,122,1-10-2022-122-01,1,1,6,13,4,999,9,2,54.22064738,4,7
26814,13,90,1-13-2022-090-05,5,1,1,11,7,999,1,3,226.9396475,7,7
26825,27,63,1-27-2022-063-02,2,1,1,13,5,5,1,2,334.1918754,3,7
26825,27,63,1-27-2022-063-02,2,1,2,13,7,4,1,3,334.1918754,3,7
26831,20,146,1-20-2022-146-03,3,1,1,11,24,999,9,2,250.9225266,11,7
26865,23,36,1-23-2022-036-03,3,1,1,23,16,1,0,3,486.5542889,5,7
26874,13,91,1-13-2022-091-07,7,2,1,11,22,18,3,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,2,12,22,13,2,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,3,13,22,7,1,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,4,11,19,12,2,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,5,12,19,10,2,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,6,13,19,999,1,3,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,7,11,7,999,2,3,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,8,11,20,6,1,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,9,11,21,999,4,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,10,12,21,999,4,1,12240.98223,7,7
26874,13,91,1-13-2022-091-07,7,2,11,13,21,999,2,1,12240.98223,7,7
26891,20,151,1-20-2022-151-08,8,1,1,11,19,999,2,1,55.67620224,11,7
26891,20,151,1-20-2022-151-08,8,1,2,12,19,999,2,1,55.67620224,11,7
26897,30,78,1-30-2022-078-03,3,1,1,98,13,999,1,3,759.9855871,10,7
26897,30,78,1-30-2022-078-03,3,1,2,23,9,999,1,3,759.9855871,10,7
26897,30,78,1-30-2022-078-03,3,1,3,23,16,999,1,3,759.9855871,10,7
26897,30,78,1-30-2022-078-03,3,1,4,23,25,999,1,3,759.9855871,10,7
26911,24,98,1-24-2022-098-03,3,1,1,13,15,20,3,3,1350.274287,1,7
26911,24,98,1-24-2022-098-03,3,1,2,13,24,6,1,3,1350.274287,1,7
26931,73,76,1-73-2022-076-06,6,1,1,13,5,5,1,3,30.31955966,3,7
26948,18,69,1-18-2022-069-06,6,2,1,13,17,17,3,3,400.3884366,6,7
25192,13,36,1-13-2022-036-09,9,1,3,23,15,5,1,3,3018.722842,7,7
25192,13,36,1-13-2022-036-09,9,1,4,13,29,999,1,3,3018.722842,7,7
25192,13,36,1-13-2022-036-09,9,1,5,13,24,999,1,3,3018.722842,7,7
25192,13,36,1-13-2022-036-09,9,1,6,23,6,999,1,3,3018.722842,7,7
25192,13,36,1-13-2022-036-09,9,1,7,13,6,999,1,3,3018.722842,7,7
25194,66,16,1-66-2022-016-03,3,1,1,99,99,999,9,9,127.8599504,6,7
25195,66,17,1-66-2022-017-07,7,2,1,99,99,999,9,9,138.884824,6,7
25198,16,14,1-16-2022-014-05,5,1,1,99,99,999,9,9,91.59717788,5,7
25201,27,19,1-27-2022-019-03,3,1,1,13,7,3,1,3,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,2,13,19,5,1,1,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,3,13,8,3,1,3,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,4,13,20,3,1,3,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,5,23,20,5,1,3,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,6,23,23,7,1,3,77.30707448,3,7
