CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVENTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
11870,48,20,1-48-2018-020-10,10,1,1,1,Non-Deployment,99,48515,0,7,9997.0000,7,48.7500,-3.5259,48.7500,997.0000,9997.0000,2962.3499343741,12,3
12004,32,149,1-32-2018-149-02,2,3,1,2,Second Record,99,17193,0,2,0.7710,1,9997.0000,0.9660,60.0000,997.0000,9997.0000,79.299730651191,7,3
10257,26,50,1-26-2018-050-09,9,2,1,1,Non-Deployment,99,34394,0,7,9997.0000,7,62.5000,0.0000,62.5000,997.0000,9997.0000,1120.64733991297,10,3
10746,11,10,1-11-2018-010-01,1,1,1,1,Non-Deployment,99,16058,0,7,9997.0000,1,147.5000,-8.7423,147.5000,997.0000,9997.0000,235.418594101367,8,3
9881,11,4,1-11-2018-004-08,8,1,1,1,Non-Deployment,99,0,0,7,9997.0000,7,160.0000,-6.0697,160.0000,997.0000,9997.0000,1713.68841137179,8,3
9003,32,2,1-32-2018-002-02,2,1,1,2,1st Prior Event,99,416,0,7,9997.0000,1,9997.0000,-28.9800,172.0000,997.0000,9997.0000,43.5271596696033,7,3
11912,32,144,1-32-2018-144-02,2,2,1,1,Most Recent Event,99,999998,1,2,0.7000,1,9997.0000,-0.8050,0.0000,-0.8050,0.0000,65.1792803171695,7,3
12042,11,50,1-11-2018-050-03,3,1,1,2,Second Record,99,2121,0,2,2.1000,1,9997.0000,-3.1073,300.0000,997.0000,9997.0000,1161.1175725622,8,3
10472,33,57,1-33-2018-057-02,2,1,1,1,Most Recent Event,99,8242,0,2,0.1000,1,9997.0000,0.0000,0.0000,0.9660,32.0000,30.1910572070456,12,3
11598,54,14,1-54-2018-014-04,4,1,1,1,Most Recent Event,99,6319,0,2,2.3500,1,9997.0000,-8.0500,56.0000,0.9660,26.0000,954.252793686405,9,3
10472,33,57,1-33-2018-057-02,2,1,1,2,1st Prior Event,99,8242,0,1,0.0000,1,9997.0000,-15.9390,36.0000,4.0250,36.0000,30.1910572070456,12,3
10734,13,80,1-13-2018-080-02,2,1,1,1,"Record 1, Most Recent",99,11639,0,1,9997.0000,1,9997.0000,-4.9910,165.0000,-14.9730,80.0000,126.344167277636,7,3
10406,33,55,1-33-2018-055-06,6,1,1,2,Event Record 2,99,15716,0,2,0.3000,1,82.5000,-1.6100,147.5000,22.5400,82.5000,160.89081987741,12,3
10561,28,39,1-28-2018-039-06,6,1,1,2,Event 2,99,13768,1,1,2.5600,1,100.0000,-14.4900,100.0000,3.2200,100.0000,77.7650967510451,3,3
12261,24,107,1-24-2018-107-04,4,1,1,2,Event Record 2,99,8948,0,2,0.4000,1,132.5000,-9.6600,132.5000,-3.2200,132.5000,1509.09306190509,1,3
12067,24,100,1-24-2018-100-06,6,1,1,2,Event Record 2,99,10127,0,2,0.9000,1,137.5000,-1.6100,135.0000,14.4900,137.5000,562.944973591199,1,3
10561,28,39,1-28-2018-039-06,6,1,1,1,Event 1,99,13768,0,1,9997.0000,1,150.0000,-12.8800,150.0000,9.6600,150.0000,77.7650967510451,3,3
11898,66,58,1-66-2018-058-03,3,2,1,3,Event Record 3,99,2317,1,3,1.1300,1,9997.0000,1.6100,82.0000,11.2700,160.0000,110.803837186245,6,3
10408,21,52,1-21-2018-052-04,4,1,1,3,2nd Prior Event,99,2437,0,1,9995.0000,1,9997.0000,-3.0590,250.0000,-1.6100,170.0000,616.982382470226,11,3
11598,54,14,1-54-2018-014-04,4,1,1,2,1st Prior Event,99,6319,0,1,9995.0000,1,9997.0000,-4.0250,166.0000,10.9480,180.0000,954.252793686405,9,3
12042,11,50,1-11-2018-050-03,3,2,1,2,Event Record 2,99,3168,1,2,3.9000,1,9997.0000,-3.2200,300.0000,1.6100,182.5000,1161.1175725622,8,3
11408,24,71,1-24-2018-071-04,4,2,1,1,Most Recent Event,99,13498,0,2,0.1000,1,9997.0000,0.0000,0.0000,4.9910,240.0000,1854.44799957619,1,3
11239,13,90,1-13-2018-090-04,4,1,1,2,Event Record 2,99,4092,0,2,0.3000,1,300.0000,-27.3700,300.0000,1.6100,250.0000,7170.2164624773,7,3
9194,20,6,1-20-2018-006-06,6,1,1,2,Event Record 2,99,14598,0,2,1.0000,1,247.5000,0.0000,97.5000,5.9570,247.5000,445.631018671107,11,3
12150,22,76,1-22-2018-076-07,7,1,1,1,Event Record 1,99,8564,0,1,9997.0000,1,9997.0000,-1.6100,276.0000,9.6600,262.0000,475.416865984437,12,3
10458,18,34,1-18-2018-034-04,4,1,1,3,Record 3,99,1667,1,3,0.5000,1,506.0000,-28.0140,506.0000,-47.0120,506.0000,419.523920270924,6,3
10458,18,34,1-18-2018-034-04,4,1,1,2,Record 2,99,1667,1,2,1.2900,1,370.0000,-42.9870,428.0000,-33.0050,368.0000,419.523920270924,6,3
9878,13,43,1-13-2018-043-04,4,1,1,2,1st Prior Event,99,5421,0,1,0.0000,1,9997.0000,-17.0660,290.0000,-14.0070,272.0000,2892.52021426962,7,3
9395,28,9,1-28-2018-009-07,7,1,1,2,Event Record 2,99,6960,0,1,9997.0000,0,9997.0000,0.0000,300.0000,-1.6100,297.5000,623.245805105024,3,3
10147,16,51,1-16-2018-051-07,7,2,1,2,Second Record,99,7334,0,2,0.1000,1,9997.0000,4.2343,300.0000,-3.0429,300.0000,1924.29026310223,5,3
12426,27,75,1-27-2018-075-07,7,1,1,1,Event Record 1,99,13254,0,1,9997.0000,1,300.0000,-3.2200,300.0000,11.2700,300.0000,61.9625476670562,3,3
11128,24,62,1-24-2018-062-07,7,1,1,1,Most Recent Event,99,999998,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1733.68124803739,1,3
12206,66,65,1-66-2018-065-04,4,1,1,1,Most Recent Event,99,2596,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,247.395326966119,6,3
9942,28,24,1-28-2018-024-04,4,1,1,2,1st Prior Event,99,2434,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,186.891248620158,3,3
10863,12,43,1-12-2018-043-04,4,1,1,2,2nd Prior Event,99,999998,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1221.32823466096,9,3
10863,12,43,1-12-2018-043-04,4,1,1,5,Most Recent Event,99,999998,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1221.32823466096,9,3
11718,66,53,1-66-2018-053-06,6,1,1,5,Rollover,99,999998,7,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,110.979814244701,6,3
12404,18,77,1-18-2018-077-04,4,2,1,1,Most Recent Event,99,7482,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2957.34087382597,6,3
11571,26,117,1-26-2018-117-02,2,2,1,4,3rd Prior Event,99,2309,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,34.2331106691903,10,3
12601,26,154,1-26-2018-154-05,5,1,1,1,Most Recent Event,99,999998,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,47.1565872283539,10,3
12489,24,112,1-24-2018-112-03,3,2,1,1,Most Recent Event,99,1948,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,89.3727755357831,1,3
12185,11,55,1-11-2018-055-09,9,1,1,2,1st Prior Frontal/Rear Event,99,999998,0,7,9997.0000,1,9997.0000,3.5420,9997.0000,997.0000,9997.0000,6372.17900766885,8,3
12164,15,127,1-15-2018-127-03,3,2,1,1,Most Recent Event,99,2202,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,809.117884354187,1,3
10863,12,43,1-12-2018-043-04,4,1,1,4,4th Prior Event,99,999998,0,7,9997.0000,1,9997.0000,-10.3040,9997.0000,997.0000,9997.0000,1221.32823466096,9,3
10574,66,26,1-66-2018-026-09,9,1,1,1,Most Recent Event,99,999998,0,7,9997.0000,1,9997.0000,13.5240,9997.0000,997.0000,9997.0000,1497.75490777934,6,3
10578,12,36,1-12-2018-036-03,3,2,1,2,1st Prior Event,99,965,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,724.323097179874,9,3
12166,30,83,1-30-2018-083-03,3,1,1,4,3rd Prior Event,99,5966,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2524.07573418295,10,3
12166,30,83,1-30-2018-083-03,3,1,1,1,Most Recent Event,99,5966,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2524.07573418295,10,3
11583,21,104,1-21-2018-104-03,3,2,1,2,1st Prior Event,99,3188,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,464.621884740274,11,3
12395,29,97,1-29-2018-097-08,8,1,1,2,1st Prior Frontal/Rear Event,99,999998,1,7,9997.0000,1,9997.0000,-1.7710,9997.0000,997.0000,9997.0000,291.356327797082,2,3
12413,28,79,1-28-2018-079-10,10,1,1,2,Deployment #2,99,38691,1,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,89.0826665600421,3,3
9003,32,2,1-32-2018-002-02,2,1,1,1,Most Recent Event,99,416,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,43.5271596696033,7,3
11718,66,53,1-66-2018-053-06,6,1,1,2,1st Prior Frontal/Rear Event,99,999998,1,7,9997.0000,1,9997.0000,0.8050,9997.0000,997.0000,9997.0000,110.979814244701,6,3
11801,12,66,1-12-2018-066-04,4,1,1,1,Most Recent Event,99,5152,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1847.79465429977,9,3
11357,26,108,1-26-2018-108-04,4,2,1,1,Most Recent Event,99,90,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1507.29165899303,10,3
12601,26,154,1-26-2018-154-05,5,1,1,3,2nd Prior Event,99,999998,0,7,9997.0000,1,9997.0000,-8.6940,9997.0000,997.0000,9997.0000,47.1565872283539,10,3
11718,66,53,1-66-2018-053-06,6,1,1,1,Most Recent Frontal/Rear Event,99,999998,1,7,9997.0000,1,9997.0000,0.4830,9997.0000,997.0000,9997.0000,110.979814244701,6,3
11430,15,105,1-15-2018-105-04,4,1,1,1,Most Recent Event,99,8550,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1214.06937114968,1,3
11013,17,89,1-17-2018-089-03,3,1,1,2,Event Record 2,99,7850,0,2,0.1200,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,202.223247640222,4,3
11442,26,111,1-26-2018-111-04,4,2,1,3,Event Record 3,99,7491,0,3,0.1300,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1194.01732638151,10,3
9942,28,24,1-28-2018-024-04,4,1,1,1,Most Recent Event,99,2434,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,186.891248620158,3,3
10903,23,81,1-23-2018-081-03,3,1,1,3,Record 3,99,4810,0,3,1.3300,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,265.76758140071,5,3
10154,52,23,1-52-2018-023-04,4,2,1,1,Non-Deployment,99,41138,0,7,1.4000,7,9997.0000,0.0000,9997.0000,997.0000,9997.0000,136.6792212872,12,3
11895,17,127,1-17-2018-127-03,3,1,1,1,Non-Deployment,99,42091,0,7,0.3000,7,9997.0000,-0.0805,9997.0000,997.0000,9997.0000,217.656829978784,4,3
11046,11,20,1-11-2018-020-03,3,1,1,2,Non-Deployment,99,21884,0,7,0.4000,7,9997.0000,-0.0161,9997.0000,997.0000,9997.0000,266.863712221202,8,3
11363,17,102,1-17-2018-102-07,7,1,1,1,Event Record 1,99,8066,0,7,0.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1262.62616766422,4,3
10178,17,54,1-17-2018-054-06,6,1,1,1,Non-Deployment,99,30898,0,7,0.8000,7,9997.0000,-0.2254,9997.0000,997.0000,9997.0000,308.923490979069,4,3
9403,26,15,1-26-2018-015-01,1,1,1,1,Non-Deployment,99,31172,0,7,0.7000,7,9997.0000,-0.0161,9997.0000,997.0000,9997.0000,22.1817837710222,10,3
10387,31,26,1-31-2018-026-08,8,1,1,1,Deployment,99,0,1,7,0.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,342.02018286829,6,3
9172,18,3,1-18-2018-003-10,10,1,1,1,Non-Deployment,99,27311,0,7,0.0000,7,9997.0000,0.0000,9997.0000,997.0000,9997.0000,3710.4801640822,6,3
9378,20,15,1-20-2018-015-01,1,2,1,4,Unlinked,99,0,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,36.3646221338123,11,3
11189,32,108,1-32-2018-108-04,4,2,1,1,Most Recent Event,99,999998,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2866.69485767452,7,3
10072,23,47,1-23-2018-047-06,6,1,1,1,Most Recent Event,99,1159,1,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,266.560149160244,5,3
10123,30,30,1-30-2018-030-08,8,2,1,1,Deployment,99,0,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,493.498534311965,10,3
12498,32,165,1-32-2018-165-02,2,1,1,1,Most Recent Event,99,19026,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,248.371052745513,7,3
12215,52,85,1-52-2018-085-10,10,1,1,1,Non-Deployment,99,38619,0,7,9997.0000,7,9997.0000,-1.0304,9997.0000,997.0000,9997.0000,758.676883846787,12,3
10452,17,65,1-17-2018-065-05,5,1,1,4,Side Crash,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,47.9233869628999,4,3
10070,28,26,1-28-2018-026-04,4,1,1,1,Most Recent Event,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,52.2283099548548,3,3
10228,32,62,1-32-2018-062-09,9,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4397.00751068928,7,3
9655,32,35,1-32-2018-035-09,9,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4181.10855687396,7,3
9663,12,17,1-12-2018-017-04,4,2,1,1,Most Recent Event,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1101.1192851115,9,3
9763,23,34,1-23-2018-034-04,4,2,1,1,Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1826.95987891333,5,3
10448,31,28,1-31-2018-028-07,7,2,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,346.50890140151,6,3
10717,18,40,1-18-2018-040-07,7,1,1,1,First Record,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,586.035494084699,6,3
12352,28,77,1-28-2018-077-10,10,1,1,1,Most Recent Event,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1068.69356032007,3,3
12314,26,146,1-26-2018-146-05,5,1,1,1,First Record,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,59.126421426402,10,3
11902,30,76,1-30-2018-076-02,2,2,1,1,Most Recent Event,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,85.2645052139962,10,3
11763,31,57,1-31-2018-057-06,6,1,1,4,Side Crash,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,211.868611002935,6,3
9547,33,21,1-33-2018-021-04,4,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,196.210968064613,12,3
11138,52,50,1-52-2018-050-09,9,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,165.242670285967,12,3
12314,26,146,1-26-2018-146-05,5,1,1,2,Second Record,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,59.126421426402,10,3
12218,31,71,1-31-2018-071-08,8,1,1,1,Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,325.58648159477,6,3
12440,29,99,1-29-2018-099-04,4,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,87.1726277069754,2,3
9961,52,19,1-52-2018-019-08,8,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,200.376096337271,12,3
10077,52,22,1-52-2018-022-09,9,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2707.25436813,12,3
10051,29,24,1-29-2018-024-09,9,1,1,1,Most Recent Event,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,950.93235161088,2,3
11718,66,53,1-66-2018-053-06,6,1,1,4,Side Crash,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,110.979814244701,6,3
10647,21,66,1-21-2018-066-05,5,1,1,2,Second Record,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,34.1937899108598,11,3
11359,15,104,1-15-2018-104-05,5,1,1,1,First Record,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,18.1177357758805,1,3
12151,22,77,1-22-2018-077-07,7,2,1,3,Side Crash,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,475.416866100792,12,3
9599,16,24,1-16-2018-024-09,9,1,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,790.322844794853,5,3
10176,17,52,1-17-2018-052-06,6,2,1,1,First Record,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,308.923490884858,4,3
9477,22,11,1-22-2018-011-09,9,2,1,1,Most Recent Event,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,944.407880207053,12,3
10756,32,90,1-32-2018-090-04,4,2,1,1,Non-Deployment,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,7380.17003743294,7,3
10927,52,42,1-52-2018-042-06,6,2,1,4,Side Crash,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,26.9602689791041,12,3
9770,31,14,1-31-2018-014-07,7,1,1,4,Side Crash,99,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,346.50890140151,6,3
11488,73,18,1-73-2018-018-08,8,1,1,4,Rollover,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,64.2129332196047,3,3
11552,48,15,1-48-2018-015-07,7,2,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1401.56439093132,12,3
11787,77,33,1-77-2018-033-07,7,1,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,3474.33480512222,9,3
11609,25,64,1-25-2018-064-06,6,1,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,150.157745236479,2,3
9281,32,15,1-32-2018-015-07,7,1,1,3,Rollover,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,2900.25871013123,7,3
9742,22,17,1-22-2018-017-10,10,2,1,1,Non-Deployment,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1418.69847826599,12,3
10576,29,34,1-29-2018-034-03,3,1,1,3,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,178.111350824607,2,3
10272,21,45,1-21-2018-045-07,7,2,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1049.88115274303,11,3
10566,52,32,1-52-2018-032-06,6,1,1,4,Rollover,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,52.1273631659197,12,3
11970,22,70,1-22-2018-070-06,6,1,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,79.6667672883628,12,3
11385,20,107,1-20-2018-107-06,6,2,1,2,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,510.115227458561,11,3
9511,16,21,1-16-2018-021-06,6,1,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,629.066475165459,5,3
11084,19,82,1-19-2018-082-05,5,1,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,140.865813390382,9,3
11960,17,130,1-17-2018-130-06,6,1,1,3,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,165.224389068173,4,3
10931,29,45,1-29-2018-045-07,7,2,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,566.185082192343,2,3
10653,30,45,1-30-2018-045-03,3,2,1,5,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,465.375387162674,10,3
9812,25,15,1-25-2018-015-06,6,1,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,512.741416789904,2,3
9052,13,3,1-13-2018-003-05,5,1,1,2,Second Record,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,34.1313401820798,7,3
9462,14,9,1-14-2018-009-07,7,1,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,10908.7611913097,8,3
9083,19,4,1-19-2018-004-05,5,2,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,54.7319534917023,9,3
9821,28,20,1-28-2018-020-03,3,3,1,4,Side Crash,97,999998,7,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,113.610524464579,3,3
10939,17,87,1-17-2018-087-02,2,2,1,2,1st Prior Event,97,10240,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,78.6330976585116,4,3
9131,24,4,1-24-2018-004-09,9,1,1,2,1st Prior Frontal/Rear Event,97,999998,0,7,9997.0000,7,9997.0000,0.3220,9997.0000,997.0000,9997.0000,1145.97848108922,1,3
11738,16,122,1-16-2018-122-05,5,1,1,2,Second Record,97,999998,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,23.8007164397398,5,3
11101,21,84,1-21-2018-084-01,1,3,1,6,Unlinked,97,2067,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,62.9731755011949,11,3
12206,66,65,1-66-2018-065-04,4,1,1,4,Unlinked,97,2088,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,247.395326966119,6,3
10797,15,81,1-15-2018-081-09,9,1,1,7,Unlinked,97,999998,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,648.824062323914,1,3
11087,66,39,1-66-2018-039-03,3,1,1,1,First Record,97,999998,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,110.803837186245,6,3
10982,24,56,1-24-2018-056-04,4,2,1,3,Prior Frontal/Rear Event,97,999998,0,7,9997.0000,7,9997.0000,-7.5670,9997.0000,997.0000,9997.0000,1439.33921047339,1,3
10373,26,57,1-26-2018-057-02,2,1,1,4,Unlinked,97,8180,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,25.5903509472387,10,3
9674,29,15,1-29-2018-015-06,6,1,1,6,Unlinked,97,999998,0,7,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,694.927364265693,2,3
10126,20,52,1-20-2018-052-09,9,1,1,2,Non-Deployment,97,27345,0,7,9997.0000,7,9997.0000,-0.9338,9997.0000,997.0000,9997.0000,499.914094875566,11,3
