CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,OCCNO,CHILDSEATNO,SEATLOC,CHILDMANUF,CHILDMAKE,CHILDMODEL,CHILDMODELNO,CHILDSEATYPE,CHILDDATEMAN,HOWUSED,DATASOURCE,ORIENTATION,HARNESSDESIGN,RETAINERCLIPDESIGN,TETHERDESIGN,LATCHDESIGN,HARNESSUSE,RETAINERCLIPUSE,TETHERUSE,LATCHUSE,BELTROUT,LOCKCLIPUSE,PLACEMENT,CHILDPOSITION,BELTRETYPE,LATCHPLATE,LATCHANCHOR,LATCHTETHER,CASEWGT,PSUSTRAT,VERSION
28403,17,10,1-17-2023-010-08,8,1,3,3,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,71.18663877,4,8
28411,52,9,1-52-2023-009-07,7,1,2,2,23,13,23,9998,99999999,3,9999999999,2,2,2,2,1,1,1,2,5,1,3,3,0,1,1,5,1,1,1,286.3979618,12,8
28419,25,11,1-25-2023-011-06,6,1,3,3,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,174.2511185,2,8
28427,28,4,1-28-2023-004-07,7,1,2,2,23,2,2,5001,FB49E15A,5,05/14/2021,2,3,2,2,1,1,1,4,3,2,1,0,0,1,1,3,1,1,1,671.7174985,3,8
28454,26,6,1-26-2023-006-02,2,1,2,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,31.76907113,10,8
28499,73,10,1-73-2023-010-03,3,2,3,3,31,15,26,6033,0304003HCM,6,12/29/2014,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,46.61120753,3,8
28525,27,9,1-27-2023-009-03,3,1,2,2,21,13,23,6031,1920047,6,02/01/2016,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,111.4708641,3,8
28525,27,9,1-27-2023-009-03,3,1,3,3,23,2,98,9998,99999999,99,9999999999,2,3,2,9,9,9,9,9,9,9,9,9,9,1,1,5,1,1,1,111.4708641,3,8
28570,19,18,1-19-2023-018-03,3,1,3,1,23,2,2,1044,CS66B36B,1,11/20/2021,1,2,1,2,1,0,1,2,3,0,1,4,6,1,2,4,1,1,1,58.78117583,9,8
28594,10,17,1-10-2023-017-03,3,3,3,3,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,107.0918249,4,8
28608,25,20,1-25-2023-020-03,3,2,2,2,21,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,175.2004693,2,8
28645,14,10,1-14-2023-010-03,3,1,4,4,22,38,61,5038,40000spd,5,12/31/2021,2,3,2,2,1,1,1,2,5,2,1,0,0,1,9,1,1,0,1,362.4430323,8,8
28645,14,10,1-14-2023-010-03,3,1,3,5,21,38,61,5038,300iron,5,05/25/2022,2,3,2,2,1,1,1,2,3,2,1,1,0,1,9,3,1,1,1,362.4430323,8,8
28645,14,10,1-14-2023-010-03,3,1,6,6,31,10,12,6010,BC126FYJB,6,01/20/2022,3,3,2,0,0,0,0,0,0,0,0,0,0,1,9,3,1,0,0,362.4430323,8,8
28666,16,14,1-16-2023-014-03,3,1,2,2,22,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,5,1,0,1,140.6008909,5,8
28704,10,25,1-10-2023-025-09,9,1,3,3,22,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1118.671117,4,8
28733,12,14,1-12-2023-014-09,9,1,2,2,21,10,16,4014,CC325FYZ,4,05/26/2022,2,2,2,2,1,1,1,2,5,2,3,3,0,1,1,4,1,1,1,1590.947639,9,8
28744,19,25,1-19-2023-025-03,3,1,2,2,21,13,23,4011,1906081,4,10/18/2018,2,3,2,2,1,1,1,2,3,1,3,3,0,1,1,4,1,1,1,110.7913945,9,8
28744,19,25,1-19-2023-025-03,3,1,3,3,23,13,23,4011,1906081,4,09/14/2016,2,3,2,2,1,1,1,2,3,1,3,3,0,1,1,4,1,1,1,110.7913945,9,8
28744,19,25,1-19-2023-025-03,3,1,4,4,31,13,23,6028,99999999,6,9999999999,3,2,2,0,0,0,1,0,0,0,1,0,0,1,1,4,1,1,1,110.7913945,9,8
28744,19,25,1-19-2023-025-03,3,1,5,5,33,13,23,6028,99999999,6,9999999999,3,2,2,0,0,0,1,0,0,0,1,0,0,1,1,4,1,1,1,110.7913945,9,8
28791,31,13,1-31-2023-013-04,4,3,2,1,21,13,23,6031,2139056,6,08/23/2021,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,220.5982011,6,8
28791,31,13,1-31-2023-013-04,4,3,3,2,23,13,23,6031,2046396,6,09/16/2020,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,220.5982011,6,8
28792,26,17,1-26-2023-017-03,3,2,3,5,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,95.15846187,10,8
28792,26,17,1-26-2023-017-03,3,2,4,6,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,0,1,95.15846187,10,8
28796,24,21,1-24-2023-021-08,8,2,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,175.9288773,1,8
28796,24,21,1-24-2023-021-08,8,2,3,2,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,175.9288773,1,8
28824,48,11,1-48-2023-011-07,7,1,3,3,21,13,23,9998,99999999,1,9999999999,1,2,1,2,1,0,1,4,5,0,3,9,0,1,9,4,1,1,1,2253.378124,12,8
28827,23,23,1-23-2023-023-02,2,1,4,3,23,13,23,6031,1963974,6,07/08/2017,3,1,2,0,0,0,0,0,0,0,0,0,0,1,9,3,1,1,1,52.33243703,5,8
28865,18,13,1-18-2023-013-06,6,1,3,2,23,13,23,6031,1920048,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,161.7631262,6,8
28865,18,13,1-18-2023-013-06,6,1,2,3,21,13,23,6031,1920047,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,161.7631262,6,8
28888,21,11,1-21-2023-011-02,2,2,3,3,23,10,12,5033,BC110-FMH,5,03/10/2020,3,1,2,2,0,1,1,1,0,2,1,9,0,1,9,1,1,1,1,89.65408063,11,8
28911,17,28,1-17-2023-028-10,10,1,2,2,21,12,19,5039,30712344,5,07/29/2022,2,3,2,2,1,1,1,4,3,1,1,1,0,1,1,3,1,1,1,241.9340003,4,8
28921,54,18,1-54-2023-018-04,4,1,4,3,21,13,23,2054,1963212,2,04/24/2020,2,1,2,2,1,1,1,2,9,1,1,1,0,1,9,4,1,1,1,278.8878439,9,8
28927,59,29,1-59-2023-029-07,7,2,2,2,21,12,19,6050,31911718,6,02/03/2015,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,9,162.5546424,6,8
28927,59,29,1-59-2023-029-07,7,2,3,3,23,13,23,6031,2072052,6,08/12/2019,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,9,162.5546424,6,8
28929,12,19,1-12-2023-019-08,8,1,2,2,21,10,12,4002,CC285-GHP,4,05/16/2022,2,1,2,2,1,1,1,2,3,1,3,3,0,1,1,4,1,0,0,379.3616899,9,8
28930,17,29,1-17-2023-029-10,10,1,2,2,23,13,23,2034,1933831,2,04/12/2017,2,3,2,2,1,1,1,9,9,1,3,3,0,1,1,5,1,1,1,1784.18101,4,8
28934,19,32,1-19-2023-032-08,8,2,3,1,21,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,4,1,1,0,58.77505241,9,8
28937,19,35,1-19-2023-035-06,6,1,2,2,13,12,19,6023,36512386,6,04/09/2021,3,1,2,0,0,0,0,0,0,0,0,0,0,1,9,3,2,0,0,183.8158939,9,8
28958,73,26,1-73-2023-026-09,9,2,3,3,21,98,98,9998,99999999,99,9999999999,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,1,3,1,1,159.119399,3,8
28958,73,26,1-73-2023-026-09,9,2,4,4,23,98,98,9998,99999999,99,9999999999,9,1,1,9,9,9,9,9,9,9,9,9,9,1,9,1,3,1,1,159.119399,3,8
28965,10,38,1-10-2023-038-06,6,2,2,2,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,4,1,1,1,224.5981692,4,8
28993,26,26,1-26-2023-026-03,3,2,2,2,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,480.3702424,10,8
29033,19,38,1-19-2023-038-03,3,1,3,3,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,120.7393839,9,8
29048,14,17,1-14-2023-017-02,2,1,2,2,23,13,23,5036,2070707,5,04/15/2022,2,1,2,2,1,1,1,9,9,2,1,0,0,1,9,5,1,1,1,164.4463854,8,8
29056,28,17,1-28-2023-017-09,9,1,3,2,22,12,19,4021,39312349,4,10/05/2021,2,3,2,2,1,1,1,3,3,2,1,2,0,1,1,5,1,1,1,58.50719136,3,8
29057,28,18,1-28-2023-018-04,4,1,2,2,21,13,98,9998,99999999,2,9999999999,1,2,1,2,1,9,9,2,3,1,3,4,9,1,1,5,1,0,1,38.14523869,3,8
29106,26,32,1-26-2023-032-06,6,2,2,2,21,10,16,1043,IC20EEL,1,01/16/2019,1,1,9,2,1,0,1,3,9,0,9,9,9,9,9,3,1,1,1,296.529938,10,8
29106,26,32,1-26-2023-032-06,6,2,3,3,23,10,12,2050,CC255-FMC,2,08/26/2020,9,1,9,9,9,9,9,3,9,9,9,9,9,9,9,3,1,1,1,296.529938,10,8
29215,20,33,1-20-2023-033-02,2,3,4,3,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,28.16135447,11,8
29240,10,49,1-10-2023-049-04,4,2,4,2,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,223.8820082,4,8
29244,18,21,1-18-2023-021-03,3,2,2,2,31,13,23,6031,99999999,6,9999999999,3,3,2,0,0,0,0,0,0,0,0,0,9,1,9,5,1,1,1,45.40318594,6,8
29318,52,38,1-52-2023-038-03,3,2,2,2,23,19,35,6040,S20113016,6,03/20/2020,3,2,2,0,0,0,1,0,0,0,3,0,0,1,1,3,1,1,1,77.81645691,12,8
29333,13,41,1-13-2023-041-07,7,1,2,3,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,999.6131929,7,8
29342,18,25,1-18-2023-025-03,3,1,3,2,22,13,23,1034,2075151,1,02/22/2022,1,3,1,2,1,0,1,3,3,0,1,4,0,1,3,3,1,1,1,160.4470845,6,8
29342,18,25,1-18-2023-025-03,3,1,4,3,23,12,19,2027,34812144,2,06/16/2022,2,3,2,2,1,1,1,3,3,1,1,0,0,1,1,3,1,1,1,160.4470845,6,8
29359,21,21,1-21-2023-021-07,7,1,2,2,22,2,2,9998,TS44D23A,1,08/10/2021,1,1,1,9,9,0,1,9,9,0,1,9,0,1,9,5,1,1,1,1960.058152,11,8
29369,76,25,1-76-2023-025-09,9,1,3,1,23,10,16,1043,IC201CHZ,1,12/14/2020,1,1,1,2,1,0,1,4,9,0,9,9,5,1,9,9,1,1,1,30.90909653,3,8
29370,76,26,1-76-2023-026-07,7,1,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,41.72352603,3,8
29370,76,26,1-76-2023-026-07,7,1,3,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,41.72352603,3,8
29385,23,41,1-23-2023-041-04,4,1,2,2,21,10,12,5033,99999999,5,08/31/2015,2,1,2,2,1,1,1,9,9,9,9,9,9,1,9,5,1,1,1,494.6359692,5,8
29412,14,23,1-14-2023-023-03,3,3,2,2,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1694.335843,8,8
29441,12,33,1-12-2023-033-04,4,1,2,2,21,13,23,5036,1947464,5,01/27/2022,2,3,2,2,1,1,1,2,5,1,1,1,0,1,1,3,1,1,1,907.1708037,9,8
29441,12,33,1-12-2023-033-04,4,1,3,3,23,13,23,2054,1963212,2,10/31/2019,1,1,1,2,1,0,1,2,5,0,1,1,0,1,1,3,1,1,1,907.1708037,9,8
29484,17,49,1-17-2023-049-03,3,1,3,2,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,57.62015134,4,8
29484,17,49,1-17-2023-049-03,3,1,4,3,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,57.62015134,4,8
29487,19,59,1-19-2023-059-08,8,3,2,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,70.41908275,9,8
29512,10,64,1-10-2023-064-05,5,2,2,2,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,22.7231294,4,8
29512,10,64,1-10-2023-064-05,5,2,3,3,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,22.7231294,4,8
29536,26,49,1-26-2023-049-03,3,2,2,2,13,6,6,6054,05079835780070,6,05/01/2021,3,1,9,0,0,0,0,0,0,0,0,0,6,9,9,2,1,0,0,198.3515918,10,8
29536,26,49,1-26-2023-049-03,3,2,3,3,23,9,10,4001,50620-US-01,4,04/06/2022,2,1,9,2,1,1,1,9,9,9,9,9,9,9,9,5,1,1,1,198.3515918,10,8
29579,19,62,1-19-2023-062-03,3,2,2,2,22,12,19,4025,35312312,4,10/14/2022,1,3,1,2,1,1,1,3,3,2,1,4,4,1,2,3,1,0,1,366.1082705,9,8
29591,24,56,1-24-2023-056-06,6,3,3,3,23,6,6,1009,99999999,1,9999999999,1,2,1,2,1,0,1,5,9,0,3,3,1,1,1,3,1,1,1,827.9254051,1,8
29594,16,40,1-16-2023-040-03,3,1,3,2,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,1650.873232,5,8
29594,16,40,1-16-2023-040-03,3,1,2,3,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,1650.873232,5,8
29598,10,65,1-10-2023-065-08,8,2,2,2,23,98,98,9998,99999999,99,9999999999,9,1,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,104.2224004,4,8
29618,31,31,1-31-2023-031-06,6,1,3,1,21,98,98,9998,99999999,99,9999999999,9,2,1,9,9,9,9,3,3,1,3,4,0,1,1,4,1,1,1,247.8107959,6,8
29635,30,30,1-30-2023-030-05,5,2,5,4,23,10,16,5037,BC149-GAR,5,02/24/2023,2,1,9,2,1,1,1,9,9,1,9,9,9,1,9,5,1,1,1,88.64074778,10,8
29652,54,31,1-54-2023-031-07,7,3,1,1,21,10,16,4014,CC150-EVS,4,09/09/2019,2,3,2,2,1,1,1,3,3,2,1,3,0,1,1,4,1,1,1,747.9778489,9,8
29658,17,54,1-17-2023-054-07,7,1,2,2,23,13,23,2054,2047736,2,11/01/2019,2,1,2,2,1,1,1,2,5,9,1,1,0,1,1,3,1,1,1,69.60192502,4,8
29662,19,64,1-19-2023-064-09,9,1,2,1,23,13,98,9998,99999999,2,9999999999,2,2,2,9,9,1,1,4,5,2,3,3,0,1,1,1,1,1,1,535.5172248,9,8
29663,19,65,1-19-2023-065-06,6,1,2,2,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,249.6501665,9,8
29665,12,40,1-12-2023-040-07,7,1,5,2,23,13,23,9998,99999999,2,9999999999,2,2,2,2,1,1,0,3,3,1,0,3,0,1,1,4,1,1,1,979.0995739,9,8
29665,12,40,1-12-2023-040-07,7,1,3,4,21,6,6,9998,99999999,2,9999999999,2,2,2,2,1,1,1,3,3,2,1,3,0,1,1,4,1,1,1,979.0995739,9,8
29683,10,72,1-10-2023-072-06,6,1,2,2,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,3,1,1,1,208.0837141,4,8
29683,10,72,1-10-2023-072-06,6,1,3,3,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,208.0837141,4,8
29684,10,73,1-10-2023-073-10,10,1,3,3,22,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,3180.42183,4,8
29727,30,35,1-30-2023-035-02,2,3,2,2,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,9,9,42.52512223,10,8
29739,59,51,1-59-2023-051-03,3,1,2,2,23,10,12,6010,BC126FYJB,6,04/27/2022,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,110.4672555,6,8
29744,33,26,1-33-2023-026-07,7,1,2,2,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1153.975876,12,8
29761,13,62,1-13-2023-062-08,8,2,2,2,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,240.496444,7,8
29761,13,62,1-13-2023-062-08,8,2,3,3,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,240.496444,7,8
29767,52,55,1-52-2023-055-09,9,2,2,1,22,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,172.4039086,12,8
29777,18,35,1-18-2023-035-04,4,2,2,2,21,98,98,9998,99999999,99,9999999999,9,1,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,877.5445706,6,8
29777,18,35,1-18-2023-035-04,4,2,3,3,23,98,98,9998,99999999,99,9999999999,9,1,2,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,877.5445706,6,8
29794,27,41,1-27-2023-041-03,3,1,2,2,23,13,23,4018,99999999,4,9999999999,1,3,1,2,1,0,1,5,3,0,1,1,0,1,1,5,1,1,1,24.6906774,3,8
29863,32,65,1-32-2023-065-06,6,1,4,1,22,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,5,1,0,1,762.4847562,7,8
29869,13,67,1-13-2023-067-03,3,1,2,2,21,38,61,5038,40000SPD,5,08/18/2020,2,3,2,2,1,1,1,2,5,2,1,1,0,1,9,3,1,1,1,1171.267044,7,8
29873,18,36,1-18-2023-036-04,4,1,2,2,23,13,23,4011,1943812,4,07/27/2015,3,3,2,0,0,0,0,0,0,1,1,0,0,1,1,3,1,1,1,454.4758557,6,8
29935,10,85,1-10-2023-085-03,3,4,4,3,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,115.1999448,4,8
29935,10,85,1-10-2023-085-03,3,4,3,4,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,115.1999448,4,8
29935,10,85,1-10-2023-085-03,3,4,5,5,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,115.1999448,4,8
30018,29,31,1-29-2023-031-04,4,3,3,3,21,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,719.5346472,2,8
30037,54,38,1-54-2023-038-09,9,1,4,3,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,9,444.8206212,9,8
30054,17,73,1-17-2023-073-03,3,1,3,3,23,13,23,9998,99999999,6,9999999999,3,2,2,0,0,9,9,0,0,9,9,0,0,1,1,1,1,1,1,70.76101213,4,8
30058,24,65,1-24-2023-065-06,6,1,2,1,21,13,23,4011,2080521,4,04/22/2021,2,1,2,2,1,1,1,2,3,2,1,3,1,1,1,4,1,1,1,829.5859352,1,8
30058,24,65,1-24-2023-065-06,6,1,3,2,23,13,23,4011,1948314,4,01/07/2019,2,1,2,2,1,1,1,2,3,2,1,3,1,1,1,4,1,1,1,829.5859352,1,8
30078,10,88,1-10-2023-088-06,6,1,2,2,23,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,9,1,1,1,349.5146262,4,8
30082,28,38,1-28-2023-038-09,9,1,3,3,21,12,19,9998,99999999,1,9999999999,1,2,1,2,1,9,9,3,9,1,3,4,1,1,1,2,1,1,1,112.1768599,3,8
30121,22,38,1-22-2023-038-03,3,2,3,3,21,13,23,1034,2106696,1,03/29/2021,1,3,1,2,1,0,1,3,3,0,1,1,0,1,9,3,1,1,1,65.18113924,12,8
30178,13,74,1-13-2023-074-09,9,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2697.024352,7,8
30183,52,71,1-52-2023-071-03,3,2,3,3,21,13,98,9998,99999999,2,9999999999,1,2,1,2,1,1,1,3,3,2,1,2,0,1,1,4,1,1,1,35.99747396,12,8
30183,52,71,1-52-2023-071-03,3,2,4,4,23,13,98,9998,99999999,2,9999999999,2,2,2,2,1,1,1,3,3,2,1,2,0,1,1,4,1,1,1,35.99747396,12,8
30223,22,40,1-22-2023-040-03,3,1,2,2,21,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,5,5,2,3,1,0,1,2,5,1,1,1,40.62842331,12,8
30223,22,40,1-22-2023-040-03,3,1,3,3,23,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,0,0,0,0,9,0,1,1,5,1,1,1,40.62842331,12,8
30245,11,44,1-11-2023-044-01,1,1,2,2,23,98,98,9998,99999999,99,9999999999,9,2,1,9,9,9,9,5,9,0,9,4,9,1,9,9,9,9,9,140.9413578,8,8
30249,14,43,1-14-2023-043-04,4,2,5,6,31,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,0,0,0,0,9,0,1,1,5,1,1,1,7883.83351,8,8
30255,23,57,1-23-2023-057-02,2,1,3,3,21,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,112.2051219,5,8
30258,73,80,1-73-2023-080-06,6,1,2,2,23,98,98,9998,99999999,99,9999999999,9,1,2,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,37.98103991,3,8
30330,66,42,1-66-2023-042-03,3,1,2,2,21,98,98,9998,99999999,99,9999999999,9,5,1,9,9,9,9,9,9,9,9,9,9,1,9,5,9,1,1,136.3945613,6,8
30330,66,42,1-66-2023-042-03,3,1,3,3,23,98,98,9998,99999999,99,9999999999,9,5,2,9,9,9,9,9,9,9,9,9,9,1,9,5,9,1,1,136.3945613,6,8
30337,73,82,1-73-2023-082-04,4,1,2,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,30.19835927,3,8
30343,28,46,1-28-2023-046-09,9,1,3,2,23,12,19,5016,99999999,5,9999999999,2,2,2,2,1,1,1,5,3,2,3,3,0,1,1,4,1,1,1,54.57625078,3,8
30348,73,83,1-73-2023-083-10,10,1,4,4,23,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,2,3,2,1,3,4,1,1,9,9,1,1,89.00505219,3,8
