CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVENTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
17627,14,36,1-14-2020-036-03,3,2,1,2,Second Record,1,7585,0,1,9997.0000,1,9997.0000,0.0000,0.0000,997.0000,9997.0000,327.18428995013,8,5
18154,26,96,1-26-2020-096-04,4,1,1,1,Event Record 1,97,2863,0,1,9997.0000,1,9997.0000,9.6600,300.0000,0.0000,70.0000,1503.23423073676,10,5
18154,26,96,1-26-2020-096-04,4,1,1,2,Event Record 2,1,7566,0,1,9997.0000,1,9997.0000,6.4400,52.5000,12.8800,77.5000,1503.23423073676,10,5
17938,52,93,1-52-2020-093-07,7,1,1,1,First Record,1,18958,0,1,9997.0000,1,9997.0000,-13.2986,190.0000,-1.4490,130.0000,118.544953935695,12,5
17895,22,57,1-22-2020-057-06,6,1,1,1,Event Record 1,4,10978,0,4,0.6200,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.0821191735572,12,5
17895,22,57,1-22-2020-057-06,6,1,1,2,Event Record 2,1,10978,0,2,1.0500,1,9997.0000,-43.4700,224.0000,11.2700,104.0000,63.0821191735572,12,5
18073,29,91,1-29-2020-091-06,6,1,1,1,Most Recent Event,1,18572,0,97,9997.0000,1,9997.0000,-14.3290,206.0000,997.0000,9997.0000,43.809949427944,2,5
18073,29,91,1-29-2020-091-06,6,1,1,2,1st Prior Event,1,18572,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,43.809949427944,2,5
18047,59,32,1-59-2020-032-02,2,2,1,1,Event Record 1,1,3606,0,1,9997.0000,1,9997.0000,-30.5900,292.5000,-9.6600,140.0000,48.5689789823997,6,5
18047,59,32,1-59-2020-032-02,2,1,1,2,Non-Deployment,97,21639,0,97,9997.0000,7,50.0000,-0.8533,50.0000,997.0000,9997.0000,48.5689789823997,6,5
18140,27,48,1-27-2020-048-02,2,1,1,1,Event Record 1,95,6955,0,1,9997.0000,1,287.5000,-1.9320,295.0000,-5.9570,285.0000,18.3538797245497,3,5
17617,77,48,1-77-2020-048-03,3,1,1,1,Prior Frontal/Rear Event,1,999997,0,97,9997.0000,1,9997.0000,-29.3020,9997.0000,997.0000,9997.0000,172.45656787138,9,5
20070,28,93,1-28-2020-093-01,1,1,1,1,Event Record 1,95,12612,0,1,0.0000,1,9997.0000,-1.6100,5.0000,-1.6100,212.5000,47.266210623886,3,5
18092,22,63,1-22-2020-063-04,4,2,1,1,Most Recent Event,1,4706,0,1,0.0000,1,9997.0000,-18.0320,212.0000,-23.0230,82.0000,186.717137776714,12,5
18145,12,53,1-12-2020-053-03,3,2,1,1,Most Recent Event,1,3560,0,1,9995.0000,1,9997.0000,4.0250,50.0000,9.0160,58.0000,215.144928295839,9,5
18379,54,22,1-54-2020-022-04,4,1,1,1,First Record,1,1508,0,1,0.0000,1,9997.0000,-21.4935,300.0000,997.0000,9997.0000,332.056223932178,9,5
18164,15,59,1-15-2020-059-07,7,1,1,1,Event Record 1,97,2147,0,1,9997.0000,1,9997.0000,11.2700,138.0000,0.0000,96.0000,158.616328344448,1,5
18164,15,59,1-15-2020-059-07,7,1,1,2,Event Record 2,1,12300,0,2,9997.0000,1,9997.0000,-20.9300,142.0000,0.0000,46.0000,158.616328344448,1,5
17816,77,52,1-77-2020-052-08,8,1,1,3,2nd Prior Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,842.387889463437,9,5
17816,77,52,1-77-2020-052-08,8,1,1,2,1st Prior Event,2,999997,0,97,9997.0000,1,9997.0000,-40.0890,9997.0000,997.0000,9997.0000,842.387889463437,9,5
18172,18,45,1-18-2020-045-03,3,2,1,1,Event Record 1,1,4254,0,1,9997.0000,1,9997.0000,-9.6600,136.0000,-1.6100,128.0000,80.3385692412094,6,5
18122,25,63,1-25-2020-063-03,3,1,1,1,First Record,1,7554,0,1,0.0000,1,9997.0000,-15.6492,300.0000,997.0000,9997.0000,54.7664837497981,2,5
18287,26,102,1-26-2020-102-01,1,2,1,1,Most Recent Event,1,999997,0,97,9997.0000,1,9997.0000,-57.7990,9997.0000,997.0000,9997.0000,31.8001291908573,10,5
18157,18,44,1-18-2020-044-03,3,1,1,1,Event Record 1,1,13236,0,1,9997.0000,1,9997.0000,-51.5200,180.0000,-6.4400,90.0000,80.3385692412094,6,5
18130,16,70,1-16-2020-070-06,6,2,1,1,Event Record 1,1,9576,0,1,9997.0000,1,9997.0000,-11.2700,282.5000,8.0500,92.5000,277.781469956187,5,5
18157,18,44,1-18-2020-044-03,3,2,1,3,2nd Prior Event,1,6058,0,97,9997.0000,1,9997.0000,46.8510,163.5000,997.0000,9997.0000,80.3385692412094,6,5
18157,18,44,1-18-2020-044-03,3,2,1,2,1st Prior Event,95,6058,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,80.3385692412094,6,5
17899,32,84,1-32-2020-084-06,6,1,1,1,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,980.046945398888,7,5
17899,32,84,1-32-2020-084-06,6,1,1,2,5th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,980.046945398888,7,5
17899,32,84,1-32-2020-084-06,6,1,1,3,Most Recent Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,980.046945398888,7,5
17899,32,84,1-32-2020-084-06,6,1,1,5,2nd Prior Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,980.046945398888,7,5
17899,32,84,1-32-2020-084-06,6,1,1,6,3rd Prior Event,97,999997,0,97,9997.0000,1,9997.0000,4.6690,9997.0000,997.0000,9997.0000,980.046945398888,7,5
17992,33,54,1-33-2020-054-06,6,1,1,1,Most Recent Event,2,5532,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,94.1219749053795,12,5
17992,33,54,1-33-2020-054-06,6,1,1,3,2nd Prior Event,95,5532,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,94.1219749053795,12,5
17992,33,54,1-33-2020-054-06,6,1,1,4,Unlinked,97,4942,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,94.1219749053795,12,5
18096,30,74,1-30-2020-074-07,7,2,1,1,Most Recent Event,3,6648,0,2,2.7000,1,9997.0000,-14.8120,104.0000,-3.0590,84.0000,801.86343781571,10,5
18096,30,74,1-30-2020-074-07,7,2,1,2,1st Prior Event,1,6648,0,1,9995.0000,1,9997.0000,18.6760,106.0000,-1.6100,64.0000,801.86343781571,10,5
17703,19,74,1-19-2020-074-08,8,1,1,3,1st Prior Frontal/Rear Event,1,999997,0,97,9997.0000,1,9997.0000,-0.6440,9997.0000,997.0000,9997.0000,76.7577466679799,9,5
19903,52,185,1-52-2020-185-07,7,2,1,1,Most Recent Frontal/Rear Event,1,999997,0,97,9997.0000,1,9997.0000,-24.3110,9997.0000,997.0000,9997.0000,53.3871098935928,12,5
19903,52,185,1-52-2020-185-07,7,2,1,2,Rollover,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,53.3871098935928,12,5
19912,66,84,1-66-2020-084-06,6,1,1,2,1st Prior Event,5,32761,0,1,0.0000,1,9997.0000,-58.7650,210.0000,-7.0840,74.0000,130.808569334625,6,5
19913,59,61,1-59-2020-061-04,4,1,1,1,Event Record 1,1,5085,0,1,9997.0000,1,9997.0000,-6.4400,126.0000,0.0000,124.0000,2236.5190953261,6,5
19916,32,176,1-32-2020-176-03,3,2,1,1,Event Record 1,1,8277,0,1,9997.0000,1,9997.0000,-54.7400,240.0000,12.8800,90.0000,352.480167356274,7,5
19920,27,90,1-27-2020-090-04,4,2,1,1,Event Record 1,1,1810,0,1,9997.0000,1,9997.0000,-18.9980,300.0000,-4.9910,80.0000,24.932060540899,3,5
19922,32,178,1-32-2020-178-07,7,2,1,1,Non-Deployment,1,28191,1,97,0.1000,7,65.0000,-2.0930,65.0000,997.0000,9997.0000,1650.01818778752,7,5
19993,12,98,1-12-2020-098-06,6,1,1,2,1st Prior Event,2,999997,1,97,9997.0000,1,9997.0000,-2.0930,9997.0000,997.0000,9997.0000,276.827769625833,9,5
19993,12,98,1-12-2020-098-06,6,1,1,3,2nd Prior Event,1,999997,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,276.827769625833,9,5
19931,54,42,1-54-2020-042-07,7,1,1,2,Event 2,2,15848,0,1,0.5900,1,1010.0000,-33.8100,1010.0000,41.8600,1010.0000,615.738317359157,9,5
19940,26,161,1-26-2020-161-02,2,2,1,1,Event Record 1,1,4624,0,1,9997.0000,1,275.0000,-43.4700,275.0000,8.0500,217.5000,24.5416826327623,10,5
19945,26,164,1-26-2020-164-07,7,2,1,1,Most Recent Event,1,9885,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1724.44852741821,10,5
19950,32,179,1-32-2020-179-02,2,2,1,2,Record 2,97,2614,0,1,0.0000,1,300.0000,-5.0000,300.0000,0.0000,0.0000,14.9502295986374,7,5
19950,32,179,1-32-2020-179-02,2,2,1,4,Record 4,97,1986,0,1,0.0000,1,300.0000,-6.0000,300.0000,0.0000,0.0000,14.9502295986374,7,5
19950,32,179,1-32-2020-179-02,2,2,1,5,Record 5,97,1981,0,1,0.0000,1,300.0000,-8.0000,300.0000,1.0000,300.0000,14.9502295986374,7,5
19950,32,179,1-32-2020-179-02,2,2,1,1,"Record 1, Most Recent",1,2866,0,1,0.0000,1,297.5000,-24.0000,292.5000,-8.0000,95.0000,14.9502295986374,7,5
19965,77,105,1-77-2020-105-02,2,2,1,2,1st Prior Event,97,5908,0,1,9995.0000,1,9997.0000,9.9820,70.0000,0.0000,0.0000,82.8182922699722,9,5
19971,54,43,1-54-2020-043-04,4,1,1,3,2nd Prior Event,97,5373,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,179.201109639916,9,5
19971,54,43,1-54-2020-043-04,4,1,1,5,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,179.201109639916,9,5
19971,54,43,1-54-2020-043-04,4,1,1,2,1st Prior Event,1,6191,0,97,9997.0000,1,9997.0000,-9.1770,156.0000,997.0000,9997.0000,179.201109639916,9,5
17774,19,75,1-19-2020-075-04,4,1,1,1,Event Record 1,1,3479,0,1,9997.0000,1,9997.0000,-4.8300,134.0000,-11.2700,144.0000,283.223887092113,9,5
17775,19,76,1-19-2020-076-06,6,1,1,1,Event Record 1,1,4698,0,1,9997.0000,1,9997.0000,-88.5500,152.0000,-4.8300,118.0000,191.029899833888,9,5
17777,19,78,1-19-2020-078-03,3,1,1,1,Event Record 1,1,12983,0,1,9997.0000,1,9997.0000,-20.9300,108.0000,9.6600,122.0000,94.4343925898225,9,5
17903,20,41,1-20-2020-041-03,3,1,1,2,Event Record 2,3,6828,0,2,0.3000,1,300.0000,-3.2200,30.0000,1.6100,300.0000,704.147032992242,11,5
17903,20,41,1-20-2020-041-03,3,1,1,1,Event Record 1,4,6828,0,1,9997.0000,1,300.0000,-6.4400,300.0000,14.4900,300.0000,704.147032992242,11,5
18257,29,101,1-29-2020-101-04,4,2,1,1,Event 1,97,13834,0,0,9997.0000,1,180.0000,-11.2700,180.0000,3.2200,180.0000,30.3796836048955,2,5
19977,11,94,1-11-2020-094-04,4,1,1,1,Deployment,1,29823,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,7500.31042130259,8,5
19978,48,75,1-48-2020-075-03,3,1,1,2,Record 2,3,5331,0,2,0.0500,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,107.052222031095,12,5
19978,48,75,1-48-2020-075-03,3,1,1,1,Record 1,1,5331,0,1,9997.0000,1,106.0000,-22.0570,194.0000,-8.0500,114.0000,107.052222031095,12,5
19982,24,183,1-24-2020-183-06,6,1,1,2,Event Record 2,2,8946,1,2,1.2000,1,220.0000,-38.6400,220.0000,3.2200,70.0000,821.677564403897,1,5
19459,76,78,1-76-2020-078-02,2,2,1,2,Most Recent Event,1,7396,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,14.8756328479644,3,5
18069,33,56,1-33-2020-056-06,6,1,1,1,Non-Deployment,1,19822,0,97,9997.0000,1,70.0000,997.0000,9997.0000,997.0000,9997.0000,108.326271815318,12,5
18348,18,48,1-18-2020-048-03,3,1,1,1,Most Recent Event,1,4597,0,1,0.0000,1,9997.0000,-19.9640,246.0000,6.9230,96.0000,124.452827700349,6,5
17974,19,85,1-19-2020-085-03,3,2,1,1,First Record,1,6574,1,1,9997.0000,1,9997.0000,-17.0660,134.0000,12.9605,126.0000,120.182781416247,9,5
18065,19,87,1-19-2020-087-04,4,1,1,1,Record 1,1,1775,0,1,9997.0000,1,240.0000,-23.0230,244.0000,8.0500,228.0000,301.928146929996,9,5
18299,17,85,1-17-2020-085-07,7,1,1,1,Most Recent Event,1,9212,0,1,0.0000,1,9997.0000,-4.9910,34.0000,3.0590,142.0000,733.658939618238,4,5
18299,17,85,1-17-2020-085-07,7,1,1,2,1st Prior Event,97,8312,0,2,0.4000,1,9997.0000,-0.9660,124.0000,-9.0160,114.0000,733.658939618238,4,5
17856,32,83,1-32-2020-083-03,3,2,1,1,Event Record 1,97,4770,0,1,9997.0000,1,9997.0000,-8.0500,292.5000,17.7100,127.5000,591.283156033485,7,5
18107,10,95,1-10-2020-095-06,6,2,1,1,First Record,1,17933,0,1,9997.0000,1,9997.0000,-19.9962,116.0000,-7.0518,68.0000,510.106030941344,4,5
18041,52,99,1-52-2020-099-06,6,2,1,1,Side Crash,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,201.98671049354,12,5
18072,29,90,1-29-2020-090-06,6,1,1,1,Event Record 1,1,6899,0,1,9997.0000,1,9997.0000,-45.0800,300.0000,19.3200,300.0000,43.8099494177558,2,5
18072,29,90,1-29-2020-090-06,6,1,1,2,Event Record 2,2,6899,1,1,9997.0000,1,9997.0000,-3.2200,292.5000,-17.7100,262.5000,43.8099494177558,2,5
18363,22,70,1-22-2020-070-01,1,1,1,1,Deployment,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,37.9815767203663,12,5
18302,24,98,1-24-2020-098-06,6,1,1,1,Most Recent Event,1,12118,0,1,0.0000,1,9997.0000,-32.0390,96.0000,-8.0500,68.0000,917.808686263812,1,5
18193,27,49,1-27-2020-049-03,3,2,1,4,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,-16.2610,228.0000,997.0000,9997.0000,22.2144422650259,3,5
18193,27,49,1-27-2020-049-03,3,2,1,1,Most Recent Event,1,16645,0,97,9997.0000,1,9997.0000,-10.1430,83.0000,997.0000,9997.0000,22.2144422650259,3,5
18193,27,49,1-27-2020-049-03,3,2,1,2,1st Prior Event,1,16645,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,22.2144422650259,3,5
18067,19,89,1-19-2020-089-04,4,1,1,1,Event Record 1,1,2074,0,1,9997.0000,1,90.0000,-12.8800,190.0000,-22.5400,47.5000,301.928146929996,9,5
18126,59,33,1-59-2020-033-07,7,1,1,1,Non-Deployment,2,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,534.961972887573,6,5
18040,52,98,1-52-2020-098-04,4,1,1,1,Event Record 1,1,9519,0,1,9997.0000,1,9997.0000,-17.7100,168.0000,1.6100,234.0000,323.960101740463,12,5
18040,52,98,1-52-2020-098-04,4,2,1,1,Non-Deployment,1,13950,0,97,9997.0000,1,110.0000,997.0000,9997.0000,997.0000,9997.0000,323.960101740463,12,5
17898,30,67,1-30-2020-067-03,3,1,1,1,1st Prior Event,2,9874,0,97,9997.0000,1,9997.0000,-46.0460,103.5000,997.0000,9997.0000,546.882927711711,10,5
17898,30,67,1-30-2020-067-03,3,1,1,2,2nd Prior Event,2,9874,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,546.882927711711,10,5
17919,77,54,1-77-2020-054-08,8,2,1,1,Most Recent Frontal/Rear Event,3,999997,0,97,9997.0000,1,9997.0000,-0.8050,9997.0000,997.0000,9997.0000,304.253971595501,9,5
17919,77,54,1-77-2020-054-08,8,2,1,3,Prior Frontal/Rear Event,97,999997,0,97,9997.0000,1,9997.0000,-16.7440,9997.0000,997.0000,9997.0000,304.253971595501,9,5
17919,77,54,1-77-2020-054-08,8,2,1,4,Rollover,97,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,304.253971595501,9,5
18438,33,64,1-33-2020-064-02,2,2,1,1,Most Recent Event,1,4468,0,1,0.0000,1,9997.0000,-42.0210,90.0000,1.9320,58.0000,64.2419302613454,12,5
18300,17,86,1-17-2020-086-02,2,1,1,1,Record 1,1,3533,0,1,9997.0000,1,178.0000,-20.9300,178.0000,9.0160,104.0000,57.7919638710928,4,5
18300,17,86,1-17-2020-086-02,2,1,1,2,Record 2,3,3533,0,4,3.4400,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,57.7919638710928,4,5
18300,17,86,1-17-2020-086-02,2,2,1,1,Most Recent Frontal/Rear Event,1,999997,0,97,9997.0000,1,9997.0000,18.0320,9997.0000,997.0000,9997.0000,57.7919638710928,4,5
17836,16,60,1-16-2020-060-04,4,3,1,2,Second Record,2,5043,0,2,9997.0000,1,9997.0000,-15.0374,140.0000,2.0286,300.0000,808.125542830897,5,5
17836,16,60,1-16-2020-060-04,4,3,1,1,First Record,97,2862,0,1,9997.0000,1,9997.0000,0.9660,300.0000,-0.3381,161.0000,808.125542830897,5,5
17836,16,60,1-16-2020-060-04,4,2,1,1,Non-Deployment,1,26388,0,97,9997.0000,7,272.5000,-19.1268,272.5000,997.0000,9997.0000,808.125542830897,5,5
18427,12,59,1-12-2020-059-03,3,1,1,1,Event Record 1,1,7311,0,1,9997.0000,1,9997.0000,-27.3700,180.0000,8.0500,110.0000,784.916013707534,9,5
18169,33,60,1-33-2020-060-08,8,1,1,1,Deployment,1,18719,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,33.259035393675,12,5
18169,33,60,1-33-2020-060-08,8,2,1,1,Deployment,1,48208,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,33.259035393675,12,5
18169,33,60,1-33-2020-060-08,8,2,1,2,Non-Deployment,97,48156,0,97,9997.0000,7,9997.0000,-0.0161,9997.0000,997.0000,9997.0000,33.259035393675,12,5
18333,12,57,1-12-2020-057-05,5,2,1,1,Most Recent Event,1,13041,0,1,9995.0000,1,9997.0000,24.9550,98.0000,0.0000,0.0000,335.263827347482,9,5
18171,15,60,1-15-2020-060-03,3,1,1,1,Record 1,1,1939,0,1,9997.0000,1,222.0000,-10.9480,228.0000,-31.0730,54.0000,33.8359370292136,1,5
18335,13,68,1-13-2020-068-03,3,1,1,1,Event Record 1,1,5821,0,1,9997.0000,1,105.0000,-11.2700,105.0000,3.2200,85.0000,908.497072170587,7,5
18335,13,68,1-13-2020-068-03,3,1,1,2,Event Record 2,4,5821,0,2,0.0000,1,250.0000,-24.1500,250.0000,-6.4400,205.0000,908.497072170587,7,5
18498,32,109,1-32-2020-109-01,1,1,1,2,Non-Deployment,95,54148,0,97,0.1000,7,9997.0000,-0.0161,9997.0000,997.0000,9997.0000,63.9510378935361,7,5
18498,32,109,1-32-2020-109-01,1,1,1,1,Deployment,1,54148,0,97,2.6000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.9510378935361,7,5
18185,52,102,1-52-2020-102-03,3,1,1,1,Most Recent Event,4,3519,0,1,9995.0000,1,9997.0000,-18.9980,230.0000,-10.9480,224.0000,34.117839054314,12,5
17570,19,68,1-19-2020-068-06,6,1,1,1,Event Record 1,97,4509,0,1,9997.0000,1,9997.0000,-11.2700,110.0000,4.8300,62.0000,215.38149279612,9,5
17570,19,68,1-19-2020-068-06,6,1,1,3,Event Record 3,2,12867,0,3,2.0500,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,215.38149279612,9,5
18228,16,77,1-16-2020-077-05,5,2,1,1,Event Record 1,1,11927,0,1,9997.0000,1,9997.0000,-30.5900,124.0000,-8.0500,94.0000,38.1755614056615,5,5
19773,33,71,1-33-2020-071-03,3,1,1,1,Most Recent Event - Deployment,95,1553,1,2,0.1000,1,9997.0000,-11.0000,100.0000,13.0000,72.0000,31.7677266356408,12,5
19780,20,84,1-20-2020-084-03,3,2,1,2,Event Record 2,2,3223,0,2,0.7000,1,175.0000,-17.7100,175.0000,0.0000,30.0000,202.965223467953,11,5
19805,52,180,1-52-2020-180-06,6,1,1,1,Most Recent Event,2,5536,0,97,9997.0000,1,9997.0000,-50.3930,186.0000,997.0000,9997.0000,217.703499651516,12,5
19821,14,86,1-14-2020-086-02,2,1,1,2,Event Record 2,3,9417,0,2,0.3000,1,300.0000,-14.4900,300.0000,-6.4400,300.0000,185.969882760661,8,5
19822,11,89,1-11-2020-089-06,6,1,1,3,2nd Prior Event,1,999997,0,97,9997.0000,1,9997.0000,-3.2200,9997.0000,997.0000,9997.0000,2906.00687809927,8,5
19824,48,71,1-48-2020-071-09,9,1,1,1,Most Recent Frontal/Rear Event,1,999997,1,97,9997.0000,1,9997.0000,-39.6060,9997.0000,997.0000,9997.0000,157.965860664726,12,5
19828,25,127,1-25-2020-127-04,4,1,1,1,Record 1,1,1588,0,1,9997.0000,1,166.0000,-23.0230,166.0000,9.9820,98.0000,810.442364725902,2,5
19829,25,128,1-25-2020-128-03,3,1,1,2,Second Record,1,10155,0,2,9997.0000,1,9997.0000,-26.0820,130.0000,997.0000,9997.0000,238.672125375563,2,5
18202,10,101,1-10-2020-101-03,3,1,1,1,Event Record 1,1,2412,0,1,9997.0000,1,135.0000,38.6400,132.5000,1.6100,112.5000,135.947308508329,4,5
17920,77,55,1-77-2020-055-03,3,1,1,2,Event Record 2,3,11438,0,2,0.3000,1,120.0000,-9.6600,120.0000,6.4400,120.0000,378.709261083033,9,5
18188,52,104,1-52-2020-104-03,3,1,1,1,Most Recent Event,1,9412,0,1,9995.0000,1,9997.0000,3.0590,76.0000,9.0160,72.0000,34.117839054314,12,5
18188,52,104,1-52-2020-104-03,3,1,1,2,1st Prior Event,97,637,0,1,9995.0000,1,9997.0000,-6.9230,86.0000,0.9660,58.0000,34.117839054314,12,5
18188,52,104,1-52-2020-104-03,3,2,1,1,Record 1,1,3872,0,1,9997.0000,1,9997.0000,-12.0750,152.5000,-8.0500,300.0000,34.117839054314,12,5
18395,11,51,1-11-2020-051-02,2,1,1,1,First Record,97,5830,0,1,9997.0000,1,9997.0000,0.0000,0.0000,997.0000,9997.0000,132.483503255893,8,5
18133,32,91,1-32-2020-091-05,5,2,1,1,Event Record 1,1,6685,0,1,9997.0000,1,9997.0000,-49.9100,117.5000,-4.8300,42.5000,79.9788683448481,7,5
18396,24,102,1-24-2020-102-05,5,1,1,1,Deployment,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,45.1086911626345,1,5
18178,30,76,1-30-2020-076-05,5,1,1,1,Most Recent Event,4,999997,0,97,9997.0000,1,9997.0000,-6.7620,9997.0000,997.0000,9997.0000,50.4722118136646,10,5
18178,30,76,1-30-2020-076-05,5,1,1,3,2nd Prior Event,2,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,50.4722118136646,10,5
18178,30,76,1-30-2020-076-05,5,1,1,4,3rd Prior Event,4,999997,7,97,9997.0000,1,9997.0000,-1.9320,9997.0000,997.0000,9997.0000,50.4722118136646,10,5
18396,24,102,1-24-2020-102-05,5,2,1,1,First Record,1,16181,0,3,9997.0000,1,9997.0000,-47.4950,282.0000,26.5489,220.0000,45.1086911626345,1,5
18396,24,102,1-24-2020-102-05,5,2,1,2,Second Record,2,16181,1,4,2.0000,1,9997.0000,0.5635,300.0000,0.3864,60.0000,45.1086911626345,1,5
17926,10,89,1-10-2020-089-06,6,1,1,1,Most Recent Event,1,624,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,216.937850658213,4,5
18391,17,87,1-17-2020-087-08,8,1,1,2,Non-Deployment,95,26389,1,97,9997.0000,1,232.5000,-5.7477,232.5000,997.0000,9997.0000,188.218879679795,4,5
18177,20,47,1-20-2020-047-03,3,1,1,4,3rd Prior Event,1,3231,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,587.292438349496,11,5
18177,20,47,1-20-2020-047-03,3,1,1,2,1st Prior Event,1,3231,0,97,9997.0000,7,9997.0000,-31.2340,193.0000,997.0000,9997.0000,587.292438349496,11,5
18177,20,47,1-20-2020-047-03,3,1,1,1,Most Recent Event,2,3231,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,587.292438349496,11,5
18290,77,64,1-77-2020-064-02,2,1,1,1,First Record,2,5363,0,1,9997.0000,1,9997.0000,-0.9660,280.0000,997.0000,9997.0000,90.653369451457,9,5
18425,31,46,1-31-2020-046-09,9,1,1,1,Deployment,1,25251,1,97,0.1000,7,100.0000,-34.5023,100.0000,997.0000,9997.0000,245.603784357088,6,5
18425,31,46,1-31-2020-046-09,9,1,1,2,Non-Deployment,95,25251,1,97,0.1000,7,35.0000,-0.7728,35.0000,997.0000,9997.0000,245.603784357088,6,5
18268,22,69,1-22-2020-069-06,6,2,1,1,Most Recent Event,1,5918,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,79.3556547742115,12,5
18268,22,69,1-22-2020-069-06,6,2,1,2,1st Prior Event,1,5918,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,79.3556547742115,12,5
18268,22,69,1-22-2020-069-06,6,2,1,3,2nd Prior Event,1,5918,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,79.3556547742115,12,5
18082,16,69,1-16-2020-069-03,3,1,1,1,Most Recent Event - Deployment,1,1389,0,1,9995.0000,1,9997.0000,-28.9800,98.0000,6.9230,170.0000,439.396085875659,5,5
18135,32,93,1-32-2020-093-03,3,2,1,1,Most Recent Event,1,7752,0,1,9995.0000,1,9997.0000,-8.0500,86.0000,4.0250,64.0000,709.104505790928,7,5
18496,32,107,1-32-2020-107-02,2,1,1,1,Event Record 1,1,15827,0,1,9997.0000,1,9997.0000,4.8300,108.0000,-12.8800,126.0000,36.6798900264636,7,5
18128,11,44,1-11-2020-044-01,1,1,1,1,Most Recent Event,3,2739,0,2,0.3000,1,9997.0000,-9.9820,68.0000,-9.0160,68.0000,273.622518722446,8,5
18527,15,71,1-15-2020-071-03,3,2,1,5,Record 5,97,2580,0,1,0.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,39.1116839872368,1,5
18527,15,71,1-15-2020-071-03,3,2,1,4,Record 4,97,2666,0,1,0.0000,1,125.0000,-3.0000,125.0000,0.0000,97.5000,39.1116839872368,1,5
18527,15,71,1-15-2020-071-03,3,2,1,2,Record 2,1,3317,0,1,0.0000,1,160.0000,12.0000,160.0000,-3.0000,300.0000,39.1116839872368,1,5
18527,15,71,1-15-2020-071-03,3,2,1,1,"Record 1, Most Recent",95,3317,1,2,3.4310,1,230.0000,13.0000,295.0000,3.0000,205.0000,39.1116839872368,1,5
