CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,SEATLOC,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION
17045,26,49,1-26-2020-049-01,1,1,6,11,32,999,1,3,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,1,7,11,6,999,1,3,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,1,8,13,5,999,2,2,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,2,3,21,29,999,2,2,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,2,4,22,29,999,2,2,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,2,5,23,29,999,1,2,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,2,6,21,25,999,1,2,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,2,7,22,25,999,1,2,51.4233694921676,10,5
17045,26,49,1-26-2020-049-01,1,2,8,23,25,999,1,2,51.4233694921676,10,5
17048,33,25,1-33-2020-025-08,8,1,1,99,99,999,9,9,25.7465793820285,12,5
17053,19,43,1-19-2020-043-04,4,1,1,99,99,999,9,9,126.169752527821,9,5
17056,18,19,1-18-2020-019-08,8,1,1,11,1,999,9,2,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,2,11,2,999,9,2,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,3,12,3,999,9,2,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,4,11,7,999,9,1,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,5,13,7,999,9,1,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,6,11,22,999,9,1,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,7,12,22,999,9,1,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,8,13,22,999,9,1,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,9,11,19,999,9,1,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,10,12,19,999,9,1,73.7121854563647,6,5
17056,18,19,1-18-2020-019-08,8,1,11,11,12,999,9,3,73.7121854563647,6,5
17057,18,20,1-18-2020-020-10,10,1,1,99,99,999,9,9,2661.38672091544,6,5
17059,13,29,1-13-2020-029-04,4,2,1,99,99,999,9,9,1016.03223025736,7,5
17065,15,26,1-15-2020-026-03,3,1,1,99,99,999,9,9,28.1538983077347,1,5
17070,76,27,1-76-2020-027-02,2,1,1,11,21,999,2,2,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,2,12,21,999,1,2,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,3,13,21,999,1,2,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,13,11,22,999,3,1,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,14,23,9,999,2,3,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,15,23,30,999,2,1,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,10,11,20,999,1,1,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,11,23,18,999,9,3,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,12,23,20,999,4,1,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,4,11,19,999,3,1,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,5,12,19,999,9,1,14.8756328479644,3,5
17070,76,27,1-76-2020-027-02,2,1,6,13,19,999,1,1,14.8756328479644,3,5
20397,21,173,1-21-2020-173-01,1,1,1,11,20,999,1,1,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,2,11,19,999,1,1,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,3,13,22,999,1,1,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,4,13,19,999,2,1,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,5,13,20,999,1,1,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,6,13,30,999,2,1,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,7,12,30,999,1,1,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,8,13,8,999,1,3,38.8644274305682,11,5
20397,21,173,1-21-2020-173-01,1,1,9,13,7,999,1,3,38.8644274305682,11,5
20402,26,189,1-26-2020-189-02,2,2,1,11,5,999,3,2,55.5133294588301,10,5
20402,26,189,1-26-2020-189-02,2,2,2,11,6,7,1,1,55.5133294588301,10,5
20409,10,201,1-10-2020-201-08,8,1,1,99,99,999,9,9,64.2897891280331,4,5
20423,27,99,1-27-2020-099-01,1,1,1,11,7,2,0,3,28.5208518043516,3,5
20423,27,99,1-27-2020-099-01,1,1,2,11,12,999,2,3,28.5208518043516,3,5
20442,76,102,1-76-2020-102-08,8,2,1,98,31,999,9,2,19.8025064264131,3,5
20474,21,176,1-21-2020-176-01,1,1,14,11,8,999,2,3,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,15,21,9,999,2,3,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,16,13,7,999,2,3,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,17,13,8,999,2,3,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,18,23,9,999,2,3,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,8,22,19,999,4,1,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,9,23,19,999,4,1,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,10,21,30,999,4,1,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,11,22,30,999,4,1,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,12,23,30,999,4,1,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,13,11,7,999,2,3,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,2,12,22,999,4,1,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,3,13,22,999,4,1,69.5723162642539,11,5
20474,21,176,1-21-2020-176-01,1,1,4,11,19,999,4,1,69.5723162642539,11,5
18749,32,121,1-32-2020-121-02,2,1,1,11,1,5,1,2,30.586021537227,7,5
18751,66,56,1-66-2020-056-09,9,1,1,12,3,4,1,2,347.16248860525,6,5
18754,31,53,1-31-2020-053-09,9,1,1,13,16,23,3,3,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,2,13,8,20,3,3,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,3,23,14,8,2,3,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,8,11,21,999,1,1,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,9,12,21,999,1,1,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,10,13,21,999,1,1,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,4,13,20,21,3,3,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,5,23,20,11,2,3,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,6,23,6,7,1,3,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,7,13,6,999,2,3,308.337828892742,6,5
18759,33,66,1-33-2020-066-08,8,1,2,11,20,22,3,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,3,11,22,22,3,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,4,12,22,22,3,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,5,13,22,19,3,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,7,11,19,22,3,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,14,13,7,999,1,3,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,8,12,19,22,3,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,9,13,19,19,3,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,10,21,19,4,1,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,11,23,19,4,1,1,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,12,11,7,999,3,3,88.2559529364472,12,5
18759,33,66,1-33-2020-066-08,8,1,13,11,8,17,3,3,88.2559529364472,12,5
18760,19,121,1-19-2020-121-05,5,1,1,13,7,31,4,3,61.4181527827887,9,5
18760,19,121,1-19-2020-121-05,5,1,2,13,8,28,3,3,61.4181527827887,9,5
18760,19,121,1-19-2020-121-05,5,1,3,13,19,9,2,1,61.4181527827887,9,5
18760,19,121,1-19-2020-121-05,5,1,4,13,20,28,3,3,61.4181527827887,9,5
18760,19,121,1-19-2020-121-05,5,1,17,23,23,999,4,1,61.4181527827887,9,5
16108,26,5,1-26-2020-005-03,3,1,3,11,21,999,4,1,575.678643191836,10,5
16108,26,5,1-26-2020-005-03,3,1,4,12,21,999,4,1,575.678643191836,10,5
16108,26,5,1-26-2020-005-03,3,1,5,13,21,999,4,1,575.678643191836,10,5
16297,15,7,1-15-2020-007-03,3,1,1,13,21,15,3,2,30.2372475676727,1,5
16297,15,7,1-15-2020-007-03,3,1,2,11,21,8,2,2,30.2372475676727,1,5
16609,10,31,1-10-2020-031-06,6,1,1,11,5,6,1,2,265.463956017373,4,5
16623,24,30,1-24-2020-030-05,5,2,1,13,6,3,1,3,61.5488257231871,1,5
16623,24,30,1-24-2020-030-05,5,2,2,21,19,2,0,1,61.5488257231871,1,5
16025,24,3,1-24-2020-003-02,2,1,6,12,21,999,2,2,62.7579705739518,1,5
16025,24,3,1-24-2020-003-02,2,1,7,13,21,999,3,2,62.7579705739518,1,5
16025,24,3,1-24-2020-003-02,2,1,8,13,34,999,4,2,62.7579705739518,1,5
16646,27,14,1-27-2020-014-09,9,1,1,12,19,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,2,12,22,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,3,22,19,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,4,22,30,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,5,13,19,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,6,23,19,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,7,23,30,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,8,11,19,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,9,21,19,999,1,1,114.132312773485,3,5
16646,27,14,1-27-2020-014-09,9,1,10,21,30,999,1,1,114.132312773485,3,5
16311,18,7,1-18-2020-007-01,1,2,10,12,35,999,6,2,61.8003363968909,6,5
