CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,OCCNO,CHILDSEATNO,SEATLOC,CHILDMANUF,CHILDMAKE,CHILDMODEL,CHILDMODELNO,CHILDSEATYPE,CHILDDATEMAN,HOWUSED,DATASOURCE,ORIENTATION,HARNESSDESIGN,RETAINERCLIPDESIGN,TETHERDESIGN,LATCHDESIGN,HARNESSUSE,RETAINERCLIPUSE,TETHERUSE,LATCHUSE,BELTROUT,LOCKCLIPUSE,PLACEMENT,CHILDPOSITION,BELTRETYPE,LATCHPLATE,LATCHANCHOR,LATCHTETHER,CASEWGT,PSUSTRAT,VERSION
6369,30,15,1-30-2017-015-04,4,2,4,1,22,12,19,1021,31511359,1,10/13/2015,1,3,1,2,1,0,1,2,3,0,3,4,0,1,9,4,1,0,0,1749.48622189022,10,2
6375,24,13,1-24-2017-013-07,7,1,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,1,556.161111626185,1,2
6408,13,12,1-13-2017-012-03,3,2,3,1,21,13,23,9998,99999999,5,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1539.2195530557,7,2
6445,13,15,1-13-2017-015-03,3,1,3,1,23,98,98,9998,99999999,2,9999999999,2,2,2,2,1,1,1,5,3,2,1,1,0,1,1,5,1,1,1,1777.44237550816,7,2
6477,14,11,1-14-2017-011-02,2,2,3,2,23,13,23,9998,99999999,3,9999999999,2,2,2,2,1,0,1,4,5,0,1,5,0,1,1,3,1,1,1,309.96875591204,8,2
6477,14,11,1-14-2017-011-02,2,2,2,1,21,10,14,9998,99999999,2,9999999999,2,2,2,2,1,1,1,3,5,9,9,3,0,1,1,3,1,1,1,309.96875591204,8,2
6487,16,19,1-16-2017-019-07,7,2,5,3,23,15,26,6033,0804003HRD,6,10/14/2014,3,3,2,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2086.5953295507,5,2
6487,16,19,1-16-2017-019-07,7,2,3,1,21,12,19,6023,3414198,6,08/08/2014,3,3,2,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2086.5953295507,5,2
6487,16,19,1-16-2017-019-07,7,2,4,2,22,13,23,6031,8E09TRR,6,05/17/2007,3,3,2,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,2086.5953295507,5,2
6488,25,4,1-25-2017-004-03,3,3,2,1,21,13,23,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,3,0,1,1,3,1,1,1,239.202737091011,2,2
6493,13,16,1-13-2017-016-04,4,2,2,1,23,13,23,5023,8487PTO,5,01/27/2004,3,3,2,0,0,0,0,1,1,1,3,0,0,1,1,3,1,1,1,2740.02107410605,7,2
6500,22,20,1-22-2017-020-09,9,2,4,3,23,12,19,2030,38111013,2,09/13/2010,2,3,2,2,1,1,1,2,3,1,3,3,9,1,1,2,1,0,0,795.828383252832,12,2
6500,22,20,1-22-2017-020-09,9,2,5,1,31,15,26,6033,0304003PZB,6,09/11/2013,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1,795.828383252832,12,2
6500,22,20,1-22-2017-020-09,9,2,3,4,21,15,26,6033,0304003GNT,6,09/13/2015,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,795.828383252832,12,2
6500,22,20,1-22-2017-020-09,9,2,6,2,33,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,795.828383252832,12,2
6528,16,21,1-16-2017-021-05,5,2,2,1,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,83.1361727133337,5,2
6531,32,19,1-32-2017-019-07,7,2,3,1,21,6,6,1009,00060796580070,1,11/01/2011,1,2,1,2,1,0,1,2,3,1,3,4,0,1,2,3,3,1,0,5536.09702917442,7,2
6543,18,11,1-18-2017-011-06,6,1,2,1,23,10,16,2020,22475BVL,2,04/09/2008,2,1,2,2,1,1,1,2,4,1,3,3,0,1,1,4,1,1,1,726.609016579401,6,2
6589,21,11,1-21-2017-011-03,3,1,2,1,23,13,23,6031,1874739,6,12/30/2013,3,2,2,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,0,1144.07539125013,11,2
6604,30,25,1-30-2017-025-10,10,2,2,1,22,13,23,6031,8491BEM,6,08/31/2006,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,13435.6884497832,10,2
6609,19,32,1-19-2017-032-03,3,1,2,1,23,98,98,9998,99999999,99,9999999999,1,2,1,9,9,9,9,5,9,9,9,9,9,1,9,9,2,1,9,513.152051795953,9,2
6609,19,32,1-19-2017-032-03,3,2,2,1,23,12,19,9998,99999999,6,9999999999,3,2,2,2,9,9,1,2,9,9,1,0,9,1,1,9,1,1,1,513.152051795953,9,2
6627,10,17,1-10-2017-017-03,3,2,2,1,21,98,98,9998,99999999,3,9999999999,2,2,2,9,9,9,9,9,9,1,3,3,9,1,1,5,1,1,1,176.573624280592,4,2
6627,10,17,1-10-2017-017-03,3,2,4,2,23,98,98,9998,99999999,3,9999999999,2,2,9,9,9,9,9,9,9,9,9,4,9,1,1,5,1,1,1,176.573624280592,4,2
6627,10,17,1-10-2017-017-03,3,1,2,1,23,98,98,9998,99999999,99,9999999999,1,2,1,1,1,1,1,9,9,1,3,4,9,1,1,5,1,1,1,176.573624280592,4,2
6709,32,28,1-32-2017-028-05,5,2,3,1,23,13,23,6031,0559158,6,04/17/2010,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,257.945260582092,7,2
6733,30,34,1-30-2017-034-03,3,1,2,1,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,852.232770905654,10,2
6740,28,16,1-28-2017-016-04,4,1,3,1,23,13,23,9998,99999999,2,9999999999,1,2,1,2,1,1,1,2,5,1,1,1,9,1,1,3,1,1,1,564.743714786933,3,2
6801,30,38,1-30-2017-038-06,6,2,2,2,23,98,98,9998,99999999,6,9999999999,3,5,2,0,0,0,0,0,0,0,0,0,0,1,9,5,1,1,1,1520.31007734854,10,2
6816,12,18,1-12-2017-018-05,5,1,2,1,21,98,98,9998,99999999,6,9999999999,3,5,2,0,0,0,0,0,0,0,0,0,0,1,9,5,1,1,1,628.832940754307,9,2
6816,12,18,1-12-2017-018-05,5,1,3,2,23,98,98,9998,99999999,6,9999999999,3,5,2,0,0,0,0,0,0,0,0,0,0,1,9,5,1,1,1,628.832940754307,9,2
6829,21,17,1-21-2017-017-03,3,1,3,3,21,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,1,311.956694061437,11,2
6829,21,17,1-21-2017-017-03,3,2,3,1,23,13,23,2034,1933763,2,05/03/2016,2,2,2,2,1,1,1,2,3,1,3,3,0,1,1,2,1,1,1,311.956694061437,11,2
6849,13,34,1-13-2017-034-09,9,2,2,1,23,98,98,9998,99999999,3,9999999999,2,5,2,9,9,9,9,9,9,9,9,9,9,9,9,5,1,1,1,4840.88145206512,7,2
6865,29,17,1-29-2017-017-02,2,2,2,1,21,13,23,6031,GR910,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,81.4304760526014,2,2
6878,20,39,1-20-2017-039-06,6,1,3,2,21,15,26,6033,0304003L,6,03/19/2010,3,1,2,0,0,0,0,0,0,0,0,0,0,1,9,4,1,0,0,521.704452169489,11,2
6878,20,39,1-20-2017-039-06,6,1,4,1,23,10,12,6011,4384376E,6,04/14/2016,3,1,2,0,0,0,0,0,0,0,0,0,0,1,9,4,1,0,0,521.704452169489,11,2
6879,30,41,1-30-2017-041-03,3,1,2,2,23,13,23,2037,1807015,2,09/06/2012,2,3,2,2,1,1,1,2,5,2,1,1,0,1,1,3,1,1,1,505.667818826119,10,2
6917,12,20,1-12-2017-020-06,6,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,0,1,0,1254.99773785581,9,2
6971,20,46,1-20-2017-046-02,2,2,2,1,21,13,23,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,9,5,1,1,1,39.0673380453663,11,2
6972,26,26,1-26-2017-026-03,3,3,3,1,23,6,6,1009,99999999,1,9999999999,1,2,1,2,1,0,1,3,0,1,1,1,0,1,1,9,1,1,9,255.552079877946,10,2
7010,32,45,1-32-2017-045-08,8,2,3,1,22,12,19,9998,99999999,1,9999999999,1,2,1,2,1,0,1,2,3,0,1,4,9,1,2,3,1,1,9,1502.31800595479,7,2
7050,24,50,1-24-2017-050-06,6,2,2,1,21,12,19,6023,30911291,6,01/30/2012,3,3,2,0,0,0,0,0,0,0,0,2,0,1,1,4,1,1,1,421.06000444303,1,2
7050,24,50,1-24-2017-050-06,6,2,3,2,23,13,23,6031,1967886,6,01/15/2016,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,421.06000444303,1,2
7056,12,25,1-12-2017-025-03,3,1,2,1,23,98,98,9998,99999999,3,9999999999,2,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7140.91132777394,9,2
7056,12,25,1-12-2017-025-03,3,2,2,1,21,98,98,9998,99999999,99,9999999999,2,2,2,9,9,9,9,9,9,1,3,3,0,1,1,4,1,1,1,7140.91132777394,9,2
7056,12,25,1-12-2017-025-03,3,2,3,2,23,98,98,9998,99999999,99,9999999999,1,2,1,9,9,9,9,9,9,1,3,4,0,1,2,4,1,1,1,7140.91132777394,9,2
7060,19,59,1-19-2017-059-05,5,1,4,1,23,13,23,9998,99999999,3,9999999999,2,2,2,1,0,0,0,9,0,0,0,2,0,1,1,9,3,1,1,79.9848995102589,9,2
7067,15,27,1-15-2017-027-03,3,1,3,1,22,10,12,1011,IC247DHR,1,05/18/2016,1,2,1,2,1,0,1,3,3,0,1,4,0,1,2,2,1,1,1,627.042826006146,1,2
7071,22,52,1-22-2017-052-01,1,2,3,1,22,10,12,5005,BC038-KEY,5,12/11/2014,2,3,2,2,1,1,1,2,5,9,1,9,9,1,1,4,1,0,1,96.8900178613484,12,2
7081,33,45,1-33-2017-045-03,3,2,2,1,21,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,62.9930657774199,12,2
7081,33,45,1-33-2017-045-03,3,2,3,2,33,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,62.9930657774199,12,2
7097,28,26,1-28-2017-026-02,2,1,2,1,23,98,98,9998,99999999,3,9999999999,2,2,2,2,1,1,1,2,3,1,3,3,0,1,1,4,1,1,1,81.1371710278704,3,2
7117,26,30,1-26-2017-030-06,6,1,4,1,23,15,26,6033,0304003GNT,6,09/24/2015,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,9,9,1237.10755325357,10,2
7136,33,49,1-33-2017-049-09,9,2,4,2,23,12,19,6023,36511909,6,03/03/2017,3,3,2,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,660.57266280556,12,2
7136,33,49,1-33-2017-049-09,9,2,3,1,21,12,19,6023,36511910,6,03/10/2017,3,3,2,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,660.57266280556,12,2
7137,33,50,1-33-2017-050-06,6,1,3,1,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,202.722371698373,12,2
7164,19,63,1-19-2017-063-05,5,1,4,1,23,98,98,9998,99999999,99,9999999999,2,5,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,82.4453252502058,9,2
7166,26,31,1-26-2017-031-03,3,2,5,3,23,98,98,9998,99999999,3,9999999999,2,2,2,2,0,0,0,5,9,0,0,3,0,1,9,1,1,0,1,2528.04462840884,10,2
7166,26,31,1-26-2017-031-03,3,2,3,1,21,98,98,9998,99999999,99,9999999999,2,2,2,2,0,0,0,5,1,9,9,3,0,1,1,1,1,0,1,2528.04462840884,10,2
7166,26,31,1-26-2017-031-03,3,2,4,2,22,98,98,9998,99999999,99,9999999999,2,2,2,2,9,9,9,5,9,1,3,3,9,1,9,1,3,0,1,2528.04462840884,10,2
7171,12,28,1-12-2017-028-03,3,2,5,2,22,98,98,9998,99999999,3,9999999999,2,5,2,9,9,9,9,9,9,9,9,9,9,1,1,5,1,0,0,4470.95150360823,9,2
7171,12,28,1-12-2017-028-03,3,2,4,1,21,98,98,9998,99999999,1,9999999999,1,5,1,9,9,9,9,9,9,9,9,9,9,1,1,5,1,1,1,4470.95150360823,9,2
7171,12,28,1-12-2017-028-03,3,2,6,3,23,98,98,9998,99999999,1,9999999999,1,5,1,9,9,9,9,9,9,9,9,9,9,1,2,5,1,1,1,4470.95150360823,9,2
7191,20,60,1-20-2017-060-02,2,1,3,1,21,98,98,9998,99999999,2,9999999999,2,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,39.0673380453663,11,2
7191,20,60,1-20-2017-060-02,2,1,4,2,23,98,98,9998,99999999,2,9999999999,2,2,2,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,39.0673380453663,11,2
7206,32,61,1-32-2017-061-06,6,1,2,1,23,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,3,9,1,1,1502.03202596143,7,2
7210,14,30,1-14-2017-030-07,7,1,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,5839.57216860709,8,2
7228,33,55,1-33-2017-055-06,6,1,4,1,31,10,12,2014,22197-CDV,2,02/07/2014,2,3,2,2,1,1,1,3,3,1,3,3,0,1,1,2,2,0,1,436.28572594027,12,2
7228,33,55,1-33-2017-055-06,6,1,2,2,21,10,12,2014,22197-CDV,2,02/07/2014,2,3,2,2,1,1,1,2,3,1,3,3,0,1,1,0,2,1,1,436.28572594027,12,2
7252,10,29,1-10-2017-029-05,5,1,3,2,23,98,98,9998,99999999,3,9999999999,2,2,2,2,1,1,0,2,9,9,0,2,0,1,1,9,1,1,1,50.2244039588763,4,2
7252,10,29,1-10-2017-029-05,5,1,2,1,21,12,19,1022,36212070,1,03/08/2017,1,3,1,2,1,0,1,3,5,0,1,4,0,1,1,9,1,1,1,50.2244039588763,4,2
7270,21,26,1-21-2017-026-03,3,2,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,327.888497046027,11,2
7275,22,64,1-22-2017-064-10,10,1,3,1,21,12,19,4010,34511720,4,02/13/2015,2,1,2,2,1,1,1,3,3,1,3,3,0,1,1,1,1,0,0,147.615966556126,12,2
7275,22,64,1-22-2017-064-10,10,1,4,2,23,13,23,1034,1938530,1,01/04/2016,1,1,1,2,1,0,1,2,3,1,3,4,0,1,2,1,1,0,0,147.615966556126,12,2
7290,32,66,1-32-2017-066-02,2,1,3,1,21,13,23,9998,99999999,3,9999999999,2,2,2,9,9,9,9,9,9,9,9,9,9,1,1,3,1,0,1,38.7789940897766,7,2
7290,32,66,1-32-2017-066-02,2,1,4,2,23,13,23,9998,99999999,5,9999999999,3,5,2,9,9,9,9,9,9,9,9,9,9,1,1,3,1,0,1,38.7789940897766,7,2
7299,32,69,1-32-2017-069-03,3,1,2,1,23,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,1,5,3,1,1,1,678.982104361418,7,2
7303,24,64,1-24-2017-064-04,4,2,2,1,21,12,19,5019,31011921,5,12/29/2016,2,3,2,2,1,1,1,4,3,1,3,4,0,1,1,2,1,1,1,1011.03814314018,1,2
7344,28,36,1-28-2017-036-10,10,1,2,1,23,13,23,2034,1932359 JJ,2,06/13/2015,2,3,2,2,1,1,1,5,5,9,1,0,0,1,1,3,1,1,1,331.130959003543,3,2
7392,15,42,1-15-2017-042-02,2,1,2,1,21,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,12.500993932357,1,2
7392,15,42,1-15-2017-042-02,2,1,3,2,23,98,98,9998,99999999,99,9999999999,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,12.500993932357,1,2
7394,32,73,1-32-2017-073-04,4,1,3,1,23,10,12,2014,99999999,2,9999999999,2,2,2,2,1,1,1,5,9,9,9,2,9,1,1,3,1,1,1,4211.11416248555,7,2
7396,30,61,1-30-2017-061-03,3,1,2,1,22,10,12,4002,CC187DSJ,4,04/11/2016,2,3,2,2,1,1,1,2,3,2,1,0,0,1,1,3,1,0,1,539.229364045115,10,2
7414,10,32,1-10-2017-032-05,5,1,3,1,23,98,98,9998,99999999,3,9999999999,2,2,2,1,9,1,0,3,9,9,9,3,9,1,2,9,9,9,9,62.6322504992632,4,2
7429,19,78,1-19-2017-078-05,5,1,4,1,22,12,19,2032,38211713,2,03/15/2017,1,2,1,2,1,0,1,4,9,2,3,2,0,1,2,0,0,1,1,79.9848995102589,9,2
7430,19,79,1-19-2017-079-03,3,2,2,2,23,98,98,9998,99999999,6,9999999999,3,5,2,0,0,0,0,0,0,0,0,0,0,1,9,9,9,1,1,224.038301184556,9,2
7438,18,34,1-18-2017-034-03,3,2,3,1,21,13,23,6031,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,9,9,1,1,172.963028576086,6,2
7438,18,34,1-18-2017-034-03,3,2,4,2,23,13,23,2037,99999999,2,9999999999,2,2,2,2,1,1,1,3,3,2,1,1,0,1,1,9,9,1,1,172.963028576086,6,2
7451,30,62,1-30-2017-062-05,5,2,2,1,22,98,98,9998,99999999,99,9999999999,9,2,2,9,9,9,9,9,9,2,1,0,9,1,9,4,1,1,1,152.15634478049,10,2
7455,12,34,1-12-2017-034-04,4,1,2,1,23,98,98,9998,99999999,99,9999999999,1,5,1,9,9,9,9,9,9,9,9,9,9,1,2,3,1,1,1,3990.87077387485,9,2
7513,23,69,1-23-2017-069-04,4,2,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,605.285746831268,5,2
7513,23,69,1-23-2017-069-04,4,2,3,2,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,605.285746831268,5,2
7515,24,69,1-24-2017-069-04,4,1,2,1,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,4,1,1,1,1504.86804900456,1,2
7525,19,80,1-19-2017-080-04,4,2,2,1,23,98,98,9998,99999999,2,9999999999,2,2,2,2,1,1,1,3,9,2,3,3,0,1,2,2,1,1,1,696.163054012629,9,2
7531,21,35,1-21-2017-035-03,3,1,4,3,23,4,4,5002,E9LE31A,5,08/01/2011,2,2,2,2,1,1,1,3,9,1,3,3,0,1,1,4,1,1,1,336.399413286473,11,2
7531,21,35,1-21-2017-035-03,3,1,2,1,21,13,23,1034,1965898,1,08/10/2016,1,2,1,2,1,0,1,3,3,0,0,4,0,1,2,4,1,1,1,336.399413286473,11,2
7531,21,35,1-21-2017-035-03,3,1,3,2,22,13,23,1034,1965898,1,08/10/2016,1,2,1,2,1,0,1,3,3,0,0,4,0,1,2,4,1,1,1,336.399413286473,11,2
7540,17,48,1-17-2017-048-07,7,2,3,1,21,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,3,0,0,1,1,2,1,1,1,532.269462614562,4,2
7554,22,75,1-22-2017-075-10,10,1,2,1,23,13,23,6031,1920047,6,04/08/2016,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1437.20064662858,12,2
7586,12,38,1-12-2017-038-04,4,3,3,1,21,13,23,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,890.337454277011,9,2
7586,12,38,1-12-2017-038-04,4,3,4,2,23,13,23,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,890.337454277011,9,2
7602,33,70,1-33-2017-070-04,4,2,3,1,23,4,4,5003,E9L39G5,5,03/07/2008,2,1,2,2,1,1,1,9,9,9,9,9,9,9,9,5,1,1,1,69.2978879595603,12,2
7681,15,52,1-15-2017-052-03,3,2,3,1,23,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,9,0,1,1,0,9,9,9,132.584249749717,1,2
7691,25,23,1-25-2017-023-04,4,2,2,1,21,4,4,2009,E9LC72P,2,06/18/2011,2,1,2,2,1,1,1,2,3,2,1,0,0,1,1,3,1,1,1,1092.08885834505,2,2
7691,25,23,1-25-2017-023-04,4,2,3,2,23,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,1,0,0,0,0,0,1,1,5,1,1,1,1092.08885834505,2,2
7715,14,42,1-14-2017-042-02,2,2,3,1,23,12,19,9997,34712060,2,02/16/2017,2,1,2,2,1,1,1,3,9,1,9,9,0,1,1,5,1,1,1,216.318125742932,8,2
7722,13,74,1-13-2017-074-02,2,3,2,1,21,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,63.2605525318229,7,2
7722,13,74,1-13-2017-074-02,2,3,3,2,22,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,1,9,5,1,1,1,63.2605525318229,7,2
7730,31,36,1-31-2017-036-05,5,2,4,1,22,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,9,3,1,0,0,628.832940754307,6,2
7730,31,36,1-31-2017-036-05,5,1,4,1,22,98,98,9998,99999999,1,9999999999,1,2,1,1,1,0,9,4,3,9,9,4,0,1,2,5,1,0,9,628.832940754307,6,2
7733,33,77,1-33-2017-077-03,3,2,2,1,21,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,62.9930657774199,12,2
7749,30,70,1-30-2017-070-02,2,1,2,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,101.745636073272,10,2
7749,30,70,1-30-2017-070-02,2,2,3,1,22,13,23,9998,99999999,2,9999999999,2,2,2,2,1,1,1,3,3,2,1,1,9,1,1,5,1,1,1,101.745636073272,10,2
7772,17,56,1-17-2017-056-03,3,2,2,1,21,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,9,9,1,1,2,3,1,1,227.769599122688,4,2
7780,27,17,1-27-2017-017-03,3,1,2,1,23,13,23,1034,1948313,1,12/08/2015,1,3,1,2,1,0,1,2,3,0,1,2,0,1,2,1,1,1,1,264.386723032081,3,2
7781,22,88,1-22-2017-088-09,9,1,3,2,21,15,26,6033,0304003HRD,6,04/27/2015,3,3,2,0,0,0,0,0,0,0,0,0,0,1,1,5,1,0,0,303.058202712334,12,2
7781,22,88,1-22-2017-088-09,9,1,4,1,23,12,19,5016,32911084,5,06/10/2010,2,3,2,2,1,1,1,3,3,1,3,3,0,1,1,5,0,0,0,303.058202712334,12,2
7803,30,72,1-30-2017-072-02,2,2,3,1,23,98,98,9998,99999999,99,9999999999,9,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,95.9532838399272,10,2
7805,31,39,1-31-2017-039-09,9,1,3,1,22,15,26,6033,0304003,6,11/15/2016,3,1,2,0,0,0,0,0,0,0,0,0,0,1,9,0,3,0,0,1663.27604062427,6,2
7835,17,60,1-17-2017-060-06,6,1,2,1,23,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,368.158144852616,4,2
7841,21,52,1-21-2017-052-06,6,1,2,1,22,13,23,9998,99999999,1,9999999999,1,2,1,2,1,0,1,2,3,0,1,4,9,1,2,5,1,1,1,193.070745738224,11,2
7883,19,95,1-19-2017-095-02,2,2,3,1,21,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,1,1,5,1,1,9,134.564538478842,9,2
7956,13,87,1-13-2017-087-02,2,2,3,1,21,98,98,9998,99999999,1,9999999999,1,5,1,9,9,9,9,9,9,9,9,9,9,9,9,3,1,1,1,77.0112918240922,7,2
7966,33,87,1-33-2017-087-03,3,1,2,1,21,98,98,9998,99999999,99,9999999999,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,113.707892098683,12,2
7968,22,99,1-22-2017-099-10,10,1,2,1,21,13,23,9997,1933831,2,09/16/2015,2,3,2,2,1,1,1,4,3,2,1,0,0,1,1,5,1,1,1,1279.90483931947,12,2
7980,32,105,1-32-2017-105-07,7,1,2,1,21,98,98,9998,99999999,6,9999999999,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1697.99965014925,7,2
7993,23,91,1-23-2017-091-08,8,1,2,1,23,98,98,9998,99999999,99,9999999999,2,5,2,9,9,9,9,9,9,9,9,9,9,1,9,9,1,0,9,159.720570217539,5,2
