CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVENTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
6297,28,5,1-28-2017-005-08,8,1,1,2,1st Prior Frontal/Rear Event,97,999998,0,7,9997.0000,1,9997.0000,-10.6260,9997.0000,997.0000,9997.0000,822.528288874043,3,2
6880,30,42,1-30-2017-042-03,3,2,1,2,1st Prior Event,97,999998,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,505.667818826238,10,2
7929,24,96,1-24-2017-096-03,3,1,1,3,Prior Frontal/Rear Event,97,999998,0,7,9997.0000,1,9997.0000,-6.4400,9997.0000,997.0000,9997.0000,286.298646550666,1,2
6795,22,37,1-22-2017-037-03,3,2,1,5,4th Prior Event,97,7255,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,138.601988535822,12,2
7435,22,74,1-22-2017-074-03,3,2,1,1,Most Recent Event,97,6617,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,51.8544225345201,12,2
6833,15,20,1-15-2017-020-03,3,1,1,1,Most Recent Event,97,4857,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,375.42663400268,1,2
7339,15,38,1-15-2017-038-03,3,1,1,2,1st Prior Event,97,999998,0,7,9997.0000,1,9997.0000,-6.7620,9997.0000,997.0000,9997.0000,361.344488706262,1,2
8869,14,69,1-14-2017-069-07,7,2,1,2,1st Prior Frontal/Rear Event,97,999998,0,7,9997.0000,1,9997.0000,8.5330,9997.0000,997.0000,9997.0000,7011.71703689729,8,2
8000,16,66,1-16-2017-066-06,6,2,1,2,1st Prior Event,97,999998,0,7,9997.0000,1,9997.0000,-6.1180,9997.0000,997.0000,9997.0000,554.320857355004,5,2
6679,21,13,1-21-2017-013-08,8,1,1,1,Deployment,97,20209,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,871.906857628612,11,2
6951,16,37,1-16-2017-037-06,6,2,1,4,3rd Prior Event,97,999998,0,7,9997.0000,1,9997.0000,0.9660,9997.0000,997.0000,9997.0000,986.065239615079,5,2
6259,18,5,1-18-2017-005-09,9,1,1,3,2nd Prior Event,97,999998,0,7,9997.0000,1,9997.0000,5.7960,9997.0000,997.0000,9997.0000,1101.97355497386,6,2
9032,22,123,1-22-2017-123-10,10,1,1,2,Deployment #2,97,12130,1,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1245.48611073169,12,2
7281,13,53,1-13-2017-053-03,3,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,2.2540,9997.0000,997.0000,9997.0000,931.202158532943,7,2
8946,19,142,1-19-2017-142-07,7,1,1,2,1st Prior Event,97,999998,1,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,808.933736862213,9,2
6405,18,8,1-18-2017-008-07,7,1,1,3,Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,6.4400,9997.0000,997.0000,9997.0000,1457.92941404829,6,2
6667,11,14,1-11-2017-014-05,5,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-9.9820,9997.0000,997.0000,9997.0000,533.608977976811,8,2
7674,12,40,1-12-2017-040-05,5,2,1,1,Most Recent Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-5.9570,9997.0000,997.0000,9997.0000,628.832940754307,9,2
8193,12,55,1-12-2017-055-05,5,2,1,3,2nd Prior Event,97,999998,1,7,9997.0000,1,9997.0000,4.8300,9997.0000,997.0000,9997.0000,385.571331323969,9,2
7850,19,92,1-19-2017-092-09,9,2,1,1,Most Recent Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-1.4490,9997.0000,997.0000,9997.0000,7758.23829702,9,2
6715,17,20,1-17-2017-020-09,9,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,18.3540,9997.0000,997.0000,9997.0000,2912.32257635234,4,2
6526,24,22,1-24-2017-022-06,6,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,1.9320,9997.0000,997.0000,9997.0000,959.779082034474,1,2
6198,22,3,1-22-2017-003-09,9,2,1,3,Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,19.6420,9997.0000,997.0000,9997.0000,358.511606967376,12,2
7212,12,30,1-12-2017-030-07,7,1,1,2,1st Prior Frontal/Rear Event,97,999998,0,7,9997.0000,1,9997.0000,0.8050,9997.0000,997.0000,9997.0000,2259.18028942213,9,2
7393,15,43,1-15-2017-043-02,2,2,1,2,1st Prior Event,97,999998,0,7,9997.0000,1,9997.0000,-1.7710,9997.0000,997.0000,9997.0000,12.500993932357,1,2
6174,16,4,1-16-2017-004-02,2,1,1,4,3rd Prior Event,97,2725,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,40.0150623120713,5,2
8452,20,140,1-20-2017-140-03,3,2,1,1,Most Recent Event,97,999998,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,129.751631949227,11,2
8962,13,125,1-13-2017-125-03,3,2,1,2,1st Prior Event,97,1615,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1036.63662966674,7,2
8956,13,127,1-13-2017-127-01,1,1,1,3,Prior Frontal/Rear Event,97,999998,0,7,9997.0000,1,9997.0000,-9.3380,9997.0000,997.0000,9997.0000,243.638815205032,7,2
6658,14,16,1-14-2017-016-03,3,1,1,1,Most Recent Event,97,5967,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1619.89588426773,8,2
8265,13,102,1-13-2017-102-02,2,1,1,1,Most Recent Event,97,4296,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,49.8928274034076,7,2
7076,13,47,1-13-2017-047-03,3,1,1,3,2nd Prior Event,97,8723,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1011.52739066714,7,2
7562,15,47,1-15-2017-047-03,3,2,1,2,1st Prior Event,97,2961,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,774.693618845844,1,2
8586,15,101,1-15-2017-101-02,2,1,1,1,Most Recent Event,97,3932,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,63.6241480429177,1,2
8587,15,102,1-15-2017-102-05,5,2,1,3,Most Recent Frontal/Rear Event,97,999998,0,7,9997.0000,1,9997.0000,-13.3630,9997.0000,997.0000,9997.0000,139.120181829215,1,2
7000,33,42,1-33-2017-042-03,3,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-7.2450,9997.0000,997.0000,9997.0000,154.755359472219,12,2
7281,13,53,1-13-2017-053-03,3,1,1,3,Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-1.4490,9997.0000,997.0000,9997.0000,931.202158532943,7,2
7618,12,39,1-12-2017-039-07,7,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-3.8640,9997.0000,997.0000,9997.0000,990.615583180885,9,2
7674,12,40,1-12-2017-040-05,5,2,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-11.1090,9997.0000,997.0000,9997.0000,628.832940754307,9,2
6667,11,14,1-11-2017-014-05,5,1,1,3,Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-1.1270,9997.0000,997.0000,9997.0000,533.608977976811,8,2
7000,33,42,1-33-2017-042-03,3,1,1,3,Prior Frontal/Rear Event,97,999998,0,7,9997.0000,1,9997.0000,-8.8550,9997.0000,997.0000,9997.0000,154.755359472219,12,2
7602,33,70,1-33-2017-070-04,4,1,1,2,1st Prior Event,97,3532,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,69.2978879595603,12,2
7009,10,25,1-10-2017-025-04,4,1,1,2,1st Prior Event,97,7450,0,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,561.989680468064,4,2
6816,12,18,1-12-2017-018-05,5,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-4.1860,9997.0000,997.0000,9997.0000,628.832940754307,9,2
8096,28,53,1-28-2017-053-07,7,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,5.3130,9997.0000,997.0000,9997.0000,174.677102645236,3,2
8077,20,116,1-20-2017-116-01,1,1,1,2,1st Prior Frontal/Rear Event,97,999998,1,7,9997.0000,1,9997.0000,-1.4490,9997.0000,997.0000,9997.0000,47.9714768351659,11,2
