CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTRUNO,SEATLOC,INTCOMP,INTRUSION,INTMAG,INTDIRECT,CASEWGT,PSUSTRAT,VERSION
20429,25,3,1-25-2021-003-08,8,1,1,11,7,11,2,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,2,11,16,28,3,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,3,11,8,7,1,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,4,23,9,24,3,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,5,11,20,10,2,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,6,11,6,21,3,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,14,23,19,999,1,1,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,15,22,19,999,1,1,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,16,21,19,999,1,1,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,7,13,7,4,1,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,8,11,29,21,3,3,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,10,13,19,5,1,1,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,11,23,30,9,2,1,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,12,22,30,999,1,1,128.934874562164,2,6
20429,25,3,1-25-2021-003-08,8,1,13,21,30,999,1,1,128.934874562164,2,6
20431,32,3,1-32-2021-003-03,3,2,1,98,31,13,2,2,876.735351282265,7,6
20431,32,3,1-32-2021-003-03,3,2,2,21,24,999,9,2,876.735351282265,7,6
20436,59,1,1-59-2021-001-05,5,2,1,11,14,10,2,3,68.0216528781747,6,6
20437,23,2,1-23-2021-002-03,3,1,1,13,16,10,2,3,334.819976913066,5,6
20437,23,2,1-23-2021-002-03,3,1,2,13,8,11,2,3,334.819976913066,5,6
20437,23,2,1-23-2021-002-03,3,1,3,13,35,999,4,2,334.819976913066,5,6
20445,66,2,1-66-2021-002-03,3,1,1,11,5,999,4,2,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,1,2,13,4,27,3,2,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,1,3,12,3,10,2,2,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,1,4,13,7,90,6,3,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,1,5,11,2,20,3,2,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,1,6,13,14,65,6,3,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,1,7,11,7,999,3,3,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,1,8,13,5,999,6,2,361.761009117995,6,6
23848,54,74,1-54-2021-074-07,7,2,2,12,21,999,1,2,853.674174522823,9,6
23848,54,74,1-54-2021-074-07,7,2,3,11,22,999,2,1,853.674174522823,9,6
23848,54,74,1-54-2021-074-07,7,2,4,12,22,999,1,1,853.674174522823,9,6
23848,54,74,1-54-2021-074-07,7,2,5,21,30,999,2,1,853.674174522823,9,6
23848,54,74,1-54-2021-074-07,7,2,6,22,30,999,2,1,853.674174522823,9,6
23848,54,74,1-54-2021-074-07,7,2,7,23,30,999,1,1,853.674174522823,9,6
23848,54,74,1-54-2021-074-07,7,2,1,11,21,999,2,2,853.674174522823,9,6
23852,23,122,1-23-2021-122-02,2,2,1,99,99,999,9,9,66.3082507877633,5,6
23867,13,109,1-13-2021-109-05,5,1,2,13,7,4,1,3,79.7225782053986,7,6
23867,13,109,1-13-2021-109-05,5,1,3,23,6,2,0,3,79.7225782053986,7,6
23867,13,109,1-13-2021-109-05,5,2,1,13,33,2,0,2,79.7225782053986,7,6
23867,13,109,1-13-2021-109-05,5,1,1,13,8,3,1,3,79.7225782053986,7,6
23868,13,110,1-13-2021-110-03,3,1,2,12,21,999,9,2,639.266493293511,7,6
23868,13,110,1-13-2021-110-03,3,1,3,13,21,999,9,2,639.266493293511,7,6
23868,13,110,1-13-2021-110-03,3,1,4,13,22,999,9,1,639.266493293511,7,6
23868,13,110,1-13-2021-110-03,3,1,1,11,21,999,9,2,639.266493293511,7,6
23874,52,183,1-52-2021-183-05,5,1,1,11,20,6,1,1,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,2,11,7,30,4,3,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,23,23,19,999,2,1,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,24,12,22,999,2,1,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,25,13,22,999,2,1,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,21,11,19,999,2,1,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,22,13,19,999,2,1,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,16,12,21,999,6,2,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,17,13,21,999,6,2,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,18,22,19,14,2,1,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,19,11,32,10,2,2,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,20,21,8,3,1,3,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,9,13,8,3,1,3,21.8811839095746,12,6
22502,31,48,1-31-2021-048-08,8,1,15,22,19,999,3,1,292.873246027286,6,6
22502,31,48,1-31-2021-048-08,8,1,16,23,19,999,3,1,292.873246027286,6,6
23080,13,70,1-13-2021-070-02,2,1,1,11,5,8,2,1,44.2481715499832,7,6
23080,13,70,1-13-2021-070-02,2,1,2,12,3,4,1,1,44.2481715499832,7,6
23080,13,70,1-13-2021-070-02,2,1,3,12,21,19,3,2,44.2481715499832,7,6
23069,11,51,1-11-2021-051-01,1,1,1,11,21,24,3,2,164.008308891074,8,6
23069,11,51,1-11-2021-051-01,1,1,2,11,5,8,2,2,164.008308891074,8,6
23020,21,116,1-21-2021-116-01,1,1,1,11,7,6,1,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,2,11,20,12,2,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,3,11,15,10,2,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,4,11,8,12,2,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,5,21,20,32,4,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,6,21,9,999,2,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,7,21,15,30,4,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,8,23,9,999,2,3,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,9,11,5,6,1,2,36.3829532876423,11,6
23026,26,121,1-26-2021-121-02,2,2,1,11,7,22,3,2,14.4738277659613,10,6
23026,26,121,1-26-2021-121-02,2,2,2,11,12,9,2,3,14.4738277659613,10,6
23026,26,121,1-26-2021-121-02,2,2,3,11,2,15,3,2,14.4738277659613,10,6
23143,66,69,1-66-2021-069-08,8,1,1,11,21,999,3,2,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,2,12,21,999,4,2,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,3,13,21,999,4,2,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,4,11,22,999,3,1,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,5,12,22,999,3,1,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,6,13,22,999,3,1,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,7,21,19,999,1,1,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,8,22,19,999,2,1,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,9,23,19,999,3,1,159.652794595871,6,6
23143,66,69,1-66-2021-069-08,8,1,10,32,19,999,1,1,159.652794595871,6,6
20445,66,2,1-66-2021-002-03,3,1,9,12,5,999,4,2,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,2,1,11,21,4,1,2,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,2,2,12,21,4,1,2,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,2,3,22,26,999,1,2,361.761009117995,6,6
20455,18,3,1-18-2021-003-06,6,1,1,11,7,15,3,3,692.929684261685,6,6
20455,18,3,1-18-2021-003-06,6,1,2,11,20,15,3,3,692.929684261685,6,6
20455,18,3,1-18-2021-003-06,6,1,3,11,8,15,3,3,692.929684261685,6,6
20455,18,3,1-18-2021-003-06,6,1,4,11,22,15,3,1,692.929684261685,6,6
20455,18,3,1-18-2021-003-06,6,1,5,12,22,5,1,1,692.929684261685,6,6
